num_run,Objective,Optimization type,AEP,LCOE,Layout,Iterations
39,LCOE,Joint,2875.8989025076576,-114.83228027181072,"[29, 937, 957, 977, 2639, 2659, 2675, 2715, 2732, 5049, 5069, 5089, 5109, 5149, 5164, 8498, 8534, 8594, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12774, 12789, 12849, 12869, 12889, 12909, 17997, 18017, 18046, 18066, 18126, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23333, 23373, 23461, 27811, 27867, 27887, 27907, 27927, 27935, 27953, 31295, 31315, 31335, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",202
38,AEP,Sequential,2864.2891679436298,-115.297726396545,"[5, 937, 957, 977, 2639, 2659, 2675, 2715, 2732, 5049, 5069, 5109, 5164, 8498, 8533, 8574, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12734, 12754, 12774, 12809, 12849, 12889, 12909, 17997, 18017, 18046, 18126, 18201, 18241, 18261, 23238, 23258, 23278, 23298, 23333, 23373, 23393, 23411, 23431, 23461, 27773, 27811, 27831, 27887, 27927, 27935, 30386, 31295, 31315, 31370, 31410, 33947, 33987, 34007, 34027, 34040, 35118, 35574, 35594, 36154]",196
38,AEP,Joint,2861.1165953030845,-115.42557522762141,"[32, 937, 957, 977, 2639, 2659, 2675, 2715, 2732, 5049, 5069, 5089, 5109, 5164, 8498, 8518, 8574, 8650, 8670, 12679, 12699, 12734, 12754, 12809, 12829, 12849, 12889, 12909, 17997, 18046, 18086, 18126, 18181, 18201, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23333, 23393, 23411, 23431, 23461, 27773, 27793, 27811, 27867, 27887, 27927, 27935, 31295, 31315, 31335, 31370, 31390, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 36154]",121
38,LCOE,Sequential,2866.0161400571446,-115.22825157557119,"[26, 937, 957, 980, 2639, 2659, 2695, 2715, 2732, 5049, 5069, 5109, 5129, 5149, 5164, 8498, 8518, 8634, 8650, 8670, 12679, 12699, 12734, 12754, 12774, 12789, 12809, 12829, 12889, 12909, 17997, 18017, 18046, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23333, 23353, 23373, 23431, 23461, 27773, 27907, 27927, 27935, 29724, 31295, 31315, 31335, 31350, 31390, 33947, 33967, 34007, 34027, 34040, 35574, 35594, 36154]",187
38,LCOE,Joint,2870.105152727484,-115.06408693504372,"[98, 937, 957, 977, 2639, 2659, 2675, 2695, 2732, 5049, 5069, 5109, 5149, 5164, 8498, 8518, 8534, 8554, 8594, 8614, 8634, 8650, 8670, 12679, 12699, 12734, 12789, 12829, 12889, 12909, 17997, 18017, 18046, 18106, 18141, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23333, 23411, 23461, 27773, 27793, 27831, 27867, 27887, 27927, 27935, 31295, 31335, 31350, 31390, 33947, 33967, 34007, 34027, 34040, 35574, 35594, 36154]",169
37,AEP,Sequential,2856.305159734722,-115.62000918586148,"[135, 937, 957, 977, 2639, 2659, 2695, 2715, 2732, 5049, 5069, 5129, 5149, 5164, 5800, 8498, 8518, 8534, 8554, 8574, 8594, 8614, 8650, 8670, 11742, 12215, 12809, 12849, 12869, 12909, 17788, 17997, 18017, 18046, 18106, 18141, 18161, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23333, 23461, 27773, 27793, 27811, 27851, 27887, 27907, 27927, 27935, 31278, 31295, 31350, 31390, 33947, 33967, 33987, 34007, 34027, 34040, 35594, 35813, 36154]",202
37,AEP,Joint,2873.2247436788352,-114.9391566158204,"[34, 937, 957, 977, 2639, 2659, 2675, 2715, 2732, 5049, 5069, 5089, 5109, 5129, 5149, 5164, 8498, 8574, 8614, 8650, 8670, 12679, 12699, 12719, 12734, 12754, 12774, 12809, 12849, 12869, 12889, 12909, 17997, 18017, 18086, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23318, 23431, 23461, 27773, 27811, 27851, 27887, 27927, 27935, 31295, 31315, 31335, 31350, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",185
37,LCOE,Sequential,2865.611994205368,-115.2445025613906,"[79, 615, 937, 2639, 2659, 2695, 2715, 2732, 5042, 5069, 5109, 5149, 5164, 6990, 8498, 8518, 8534, 8554, 8594, 8634, 8670, 12679, 12699, 12719, 12754, 12789, 12829, 12869, 12889, 12909, 18017, 18066, 18106, 18126, 18161, 18181, 18221, 18241, 18261, 20511, 23238, 23258, 23278, 23298, 23333, 23431, 23461, 27773, 27831, 27887, 27907, 27927, 27935, 31295, 31315, 31350, 31370, 31390, 31410, 31580, 33947, 34007, 34027, 34040, 35126, 35594, 36154]",202
37,LCOE,Joint,2868.845777632559,-115.11459813593713,"[29, 937, 957, 977, 2639, 2675, 2695, 2715, 2732, 5049, 5069, 5089, 5129, 5164, 8498, 8518, 8554, 8574, 8614, 8634, 8650, 8670, 12679, 12699, 12734, 12809, 12829, 12849, 12889, 12909, 17997, 18017, 18046, 18066, 18106, 18161, 18181, 18201, 18241, 18261, 23238, 23258, 23278, 23318, 23353, 23411, 23431, 23461, 27773, 27831, 27887, 27927, 27935, 31295, 31315, 31350, 31370, 31390, 31410, 33947, 33967, 34007, 34027, 34040, 35574, 35594, 36154]",202
36,AEP,Sequential,2856.307342768105,-115.6199208192015,"[59, 937, 957, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5069, 5129, 5164, 8488, 8518, 8554, 8574, 8634, 8650, 8670, 8988, 12679, 12699, 12719, 12789, 12869, 12889, 12909, 17997, 18017, 18046, 18086, 18106, 18126, 18141, 18161, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23411, 23461, 27773, 27831, 27851, 27867, 27887, 27907, 27927, 27935, 31295, 31315, 31410, 31743, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",202
36,AEP,Joint,2864.245276963613,-115.29949319013839,"[67, 738, 957, 977, 2639, 2675, 2695, 2715, 2732, 5049, 5069, 5109, 5129, 5164, 5962, 8498, 8518, 8534, 8554, 8594, 8614, 8650, 8670, 12679, 12699, 12734, 12774, 12809, 12829, 12849, 12869, 12909, 17997, 18017, 18046, 18086, 18126, 18201, 18221, 18241, 18261, 23238, 23258, 23353, 23411, 23461, 27773, 27811, 27831, 27851, 27887, 27907, 27935, 31295, 31315, 31335, 31370, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",196
36,LCOE,Sequential,2862.6615288896905,-115.36328185268938,"[51, 937, 957, 977, 2639, 2695, 2715, 2732, 5049, 5069, 5109, 5149, 5164, 5960, 7731, 8534, 8594, 8650, 8670, 10774, 12679, 12699, 12719, 12789, 12809, 12829, 12849, 12869, 12889, 12909, 17997, 18017, 18066, 18086, 18141, 18181, 18221, 18241, 18261, 23238, 23258, 23278, 23333, 23373, 23461, 27773, 27793, 27811, 27851, 27887, 27907, 27927, 27935, 31295, 31315, 31335, 31370, 31431, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",202
36,LCOE,Joint,2877.9991595002484,-114.74847993475363,"[2, 937, 957, 977, 2639, 2659, 2675, 2695, 2732, 5049, 5069, 5109, 5149, 5164, 8498, 8518, 8534, 8554, 8594, 8634, 8650, 8670, 12679, 12699, 12719, 12789, 12829, 12849, 12869, 12889, 12909, 17997, 18017, 18046, 18066, 18141, 18181, 18221, 18241, 18261, 22983, 23258, 23298, 23333, 23411, 23461, 27773, 27793, 27831, 27867, 27887, 27907, 27927, 27935, 31295, 31335, 31370, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",202
35,AEP,Sequential,2863.6575858924352,-115.32315540554885,"[4, 937, 957, 977, 2639, 2659, 2675, 2695, 2715, 5069, 5109, 5129, 5149, 5164, 8498, 8594, 8634, 8650, 8670, 12679, 12699, 12719, 12734, 12754, 12774, 12809, 12829, 12849, 12889, 12909, 17997, 18017, 18046, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23333, 23353, 23373, 23393, 23431, 23461, 27867, 27927, 27935, 28737, 31089, 31295, 31335, 31350, 31426, 32059, 33947, 33967, 33987, 34007, 34040, 35307, 35574, 36154]",202
35,AEP,Joint,2867.9967579383974,-115.14867577588997,"[72, 937, 957, 977, 2639, 2659, 2675, 2695, 2715, 5049, 5069, 5089, 5109, 5129, 5149, 5164, 8498, 8534, 8574, 8614, 8634, 8670, 12679, 12699, 12719, 12774, 12829, 12849, 12889, 12909, 17997, 18017, 18046, 18086, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23353, 23393, 23431, 23461, 27773, 27811, 27927, 27935, 31295, 31315, 31335, 31350, 31370, 31390, 31410, 33987, 34007, 34027, 34040, 34809, 35574, 35594, 36154]",202
35,LCOE,Sequential,2860.7573143250443,-115.4400714637582,"[50, 937, 957, 977, 2639, 2659, 2695, 2732, 5049, 5069, 5109, 5149, 5164, 8498, 8518, 8554, 8594, 8614, 8634, 8650, 12679, 12699, 12754, 12849, 12869, 12889, 12909, 15473, 17997, 18017, 18066, 18126, 18161, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23333, 23353, 23381, 23411, 23461, 24889, 27773, 27793, 27831, 27867, 27907, 27927, 30649, 31295, 31315, 31335, 31390, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",202
35,LCOE,Joint,2876.4034115440872,-114.81213917378584,"[26, 937, 957, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5109, 5149, 5164, 8498, 8534, 8574, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12754, 12789, 12849, 12889, 12909, 17997, 18017, 18046, 18066, 18126, 18141, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23298, 23333, 23431, 23461, 27773, 27793, 27811, 27831, 27851, 27867, 27887, 27907, 27927, 27935, 31295, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35764, 36154]",202
34,AEP,Sequential,2856.921117651059,-115.59508128025537,"[137, 937, 957, 977, 2639, 2675, 2715, 2732, 5049, 5069, 5089, 5109, 5129, 5164, 5330, 8498, 8518, 8614, 8634, 8650, 8670, 8969, 11313, 12679, 12699, 12734, 12809, 12869, 12909, 15970, 17997, 18017, 18066, 18106, 18126, 18161, 18201, 18261, 19004, 23238, 23258, 23278, 23298, 23318, 23411, 23461, 27773, 27793, 27851, 27867, 27887, 27907, 27927, 27935, 31295, 31315, 31335, 31350, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35594, 36154]",202
34,AEP,Joint,2869.059833185035,-115.1060096364513,"[18, 937, 957, 977, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5089, 5109, 5129, 5164, 8498, 8534, 8574, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12734, 12774, 12789, 12869, 12889, 12909, 18017, 18046, 18126, 18161, 18181, 18201, 18221, 18241, 18261, 20523, 23238, 23258, 23278, 23318, 23373, 23411, 23431, 23457, 27773, 27793, 27927, 27935, 31295, 31315, 31335, 31370, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",202
34,LCOE,Sequential,2868.4596593613524,-115.13009350798393,"[43, 937, 957, 977, 2659, 2675, 2695, 2715, 2732, 5049, 5089, 5109, 5149, 5164, 5800, 6817, 8109, 8518, 8594, 8670, 12679, 12699, 12719, 12734, 12754, 12774, 12789, 12829, 12849, 12889, 12909, 18017, 18106, 18141, 18181, 18201, 18221, 18241, 18261, 20247, 23238, 23258, 23278, 23298, 23318, 23333, 23373, 23431, 23461, 27366, 27793, 27831, 27887, 27935, 31283, 31295, 31315, 31350, 31370, 31390, 33947, 33967, 34027, 34040, 35574, 35594, 36154]",202
34,LCOE,Joint,2870.486788235092,-115.04878899275575,"[17, 937, 957, 977, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5109, 5149, 5164, 8498, 8518, 8554, 8614, 8650, 8670, 12679, 12699, 12719, 12734, 12774, 12789, 12809, 12829, 12849, 12889, 12909, 17997, 18017, 18046, 18126, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23333, 23393, 23431, 23461, 27793, 27851, 27887, 27927, 27935, 31295, 31315, 31335, 31350, 31390, 31410, 33947, 33967, 33987, 34007, 34040, 35574, 35594, 36154]",202
33,AEP,Sequential,2871.5425473027135,-115.0064898451035,"[0, 937, 957, 977, 2639, 2659, 2675, 2715, 2732, 5049, 5069, 5109, 5129, 5164, 5332, 8498, 8534, 8594, 8634, 8650, 8670, 12679, 12699, 12719, 12754, 12774, 12809, 12849, 12869, 12889, 12909, 18017, 18046, 18086, 18141, 18201, 18221, 18241, 18261, 22237, 23238, 23258, 23278, 23318, 23333, 23393, 23461, 27811, 27851, 27887, 27907, 27927, 27935, 28153, 31295, 31315, 31350, 31370, 31425, 33947, 33967, 34007, 34027, 34040, 35429, 35574, 36154]",202
33,AEP,Joint,2863.5155747525637,-115.32887465949567,"[57, 430, 957, 977, 2639, 2659, 2675, 2695, 2732, 5049, 5069, 5089, 5109, 5129, 5149, 5164, 8498, 8534, 8594, 8634, 8650, 8670, 12679, 12699, 12719, 12734, 12774, 12809, 12849, 12869, 12889, 12909, 17997, 18017, 18046, 18106, 18161, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23318, 23333, 23353, 23393, 23461, 27811, 27851, 27887, 27927, 27935, 28340, 31121, 31295, 31315, 31370, 31410, 33947, 33967, 34040, 34210, 35554, 35574, 36154]",202
33,LCOE,Sequential,2861.819057276026,-115.39724287128453,"[20, 913, 937, 957, 2639, 2695, 2715, 2732, 2762, 5049, 5089, 5109, 5149, 5164, 8518, 8614, 8634, 8650, 8684, 12679, 12699, 12719, 12754, 12774, 12789, 12809, 12829, 12849, 12869, 12889, 12909, 17997, 18017, 18046, 18161, 18201, 18241, 18261, 23233, 23258, 23278, 23298, 23318, 23333, 23353, 23373, 23393, 23411, 23431, 23461, 27773, 27811, 27927, 27935, 31295, 31335, 31410, 31740, 32342, 33947, 33967, 34007, 34027, 34040, 35574, 35594, 36154]",202
33,LCOE,Joint,2867.2736894118384,-115.17771394676149,"[117, 937, 957, 2639, 2659, 2695, 2715, 2732, 5049, 5069, 5089, 5109, 5129, 5149, 5164, 8518, 8594, 8634, 8650, 8670, 12679, 12699, 12734, 12754, 12774, 12829, 12869, 12889, 12909, 17997, 18017, 18046, 18106, 18126, 18141, 18181, 18221, 18241, 18261, 23238, 23258, 23278, 23333, 23393, 23411, 23431, 23461, 27773, 27793, 27831, 27867, 27927, 27935, 31335, 31390, 31410, 32999, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 35613, 36154]",202
32,AEP,Sequential,2858.6658210612445,-115.52453118971157,"[63, 937, 977, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5109, 5149, 5164, 6131, 8498, 8518, 8554, 8574, 8594, 8614, 8634, 8670, 12679, 12734, 12754, 12849, 12869, 12889, 12909, 15568, 17997, 18017, 18046, 18066, 18141, 18181, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23353, 23393, 23431, 23461, 27773, 27831, 27867, 27927, 27935, 28100, 31295, 31370, 31390, 31425, 33124, 33947, 33987, 34027, 34040, 35052, 35574, 35594, 36154]",202
32,AEP,Joint,2870.500098619167,-115.04825551652638,"[76, 937, 957, 977, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5089, 5109, 5149, 5164, 8498, 8518, 8574, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12734, 12774, 12809, 12849, 12889, 12909, 17997, 18017, 18046, 18126, 18161, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23318, 23353, 23373, 23411, 23431, 23461, 27773, 27793, 27811, 27851, 27887, 27927, 27935, 31295, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",202
32,LCOE,Sequential,2862.325758465439,-115.37681475612507,"[85, 937, 957, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5109, 5164, 7031, 8498, 8554, 8574, 8594, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12754, 12809, 12869, 12889, 17997, 18017, 18046, 18066, 18106, 18126, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23318, 23393, 23431, 23461, 27773, 27793, 27811, 27851, 27867, 27907, 27927, 27935, 31295, 31315, 31350, 31390, 31740, 33947, 33967, 33987, 34027, 34040, 35574, 35594, 36154]",188
32,LCOE,Joint,2873.8488282910644,-114.91419644454056,"[27, 937, 957, 977, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5069, 5109, 5164, 8498, 8518, 8534, 8554, 8594, 8634, 8650, 8670, 12679, 12699, 12719, 12869, 12889, 12909, 17997, 18017, 18046, 18066, 18086, 18106, 18126, 18141, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23431, 23461, 27773, 27793, 27811, 27831, 27851, 27907, 27927, 27935, 31295, 31315, 31335, 31390, 31889, 33947, 33967, 33987, 34007, 34027, 34040, 35594, 36154]",202
31,AEP,Sequential,2866.2040589538797,-115.22069678691571,"[14, 937, 957, 977, 2639, 2659, 2675, 2695, 2732, 5049, 5069, 5109, 5129, 5149, 5164, 5182, 8498, 8518, 8554, 8614, 8650, 8670, 12211, 12699, 12829, 12849, 12869, 12889, 12909, 13272, 17997, 18017, 18046, 18066, 18086, 18126, 18161, 18201, 18221, 18241, 18261, 23238, 23258, 23318, 23353, 23373, 23411, 23461, 27773, 27887, 27927, 27935, 31277, 31295, 31315, 31335, 31370, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",202
31,AEP,Joint,2873.5386997255714,-114.92659863522674,"[36, 937, 957, 977, 2639, 2675, 2715, 2732, 4610, 5049, 5089, 5109, 5129, 5149, 8498, 8534, 8574, 8614, 8650, 8670, 12679, 12699, 12719, 12734, 12789, 12829, 12849, 12869, 12889, 12909, 17997, 18017, 18046, 18086, 18126, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23278, 23353, 23393, 23411, 23461, 26745, 27773, 27811, 27927, 27935, 31295, 31315, 31335, 31350, 31390, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",202
31,LCOE,Sequential,2858.914467953657,-115.51448373428757,"[61, 137, 937, 957, 977, 2639, 2659, 2695, 5069, 5110, 5149, 5164, 8498, 8518, 8534, 8554, 8574, 8594, 8634, 8650, 8670, 12679, 12699, 12719, 12754, 12809, 12849, 12889, 12909, 17997, 18017, 18046, 18106, 18141, 18181, 18221, 18241, 18261, 21315, 23238, 23298, 23333, 23393, 23431, 23461, 27154, 27793, 27811, 27840, 27867, 27887, 27907, 27927, 27935, 28163, 31295, 31335, 31390, 33246, 33947, 33967, 33987, 34007, 34040, 35243, 35574, 36154]",202
31,LCOE,Joint,2866.1785799684853,-115.22172104495434,"[937, 957, 977, 2659, 2675, 2695, 2715, 2732, 5049, 5069, 5089, 5129, 5149, 5164, 8498, 8518, 8554, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12734, 12774, 12789, 12809, 12849, 12869, 12889, 12909, 17997, 18017, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23353, 23393, 23431, 23461, 27773, 27811, 27831, 27867, 27907, 27935, 31295, 31315, 31335, 31350, 31390, 33947, 33967, 33987, 34027, 34040, 35574, 35594, 36154]",202
30,AEP,Sequential,2864.6427354322204,-115.28349581656445,"[118, 937, 957, 977, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5089, 5149, 5164, 6450, 8498, 8518, 8534, 8574, 8614, 8650, 8670, 12679, 12699, 12719, 12754, 12774, 12829, 12889, 12909, 17997, 18017, 18046, 18086, 18126, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23298, 23318, 23353, 23393, 23411, 23461, 27773, 27811, 27851, 27927, 27935, 31268, 31295, 31315, 31350, 31390, 31593, 33947, 33967, 33987, 34027, 34040, 35574, 35594, 36154]",202
30,AEP,Joint,2871.835612430143,-114.99475366095152,"[109, 937, 957, 977, 2639, 2675, 2695, 2732, 5049, 5069, 5089, 5109, 5129, 5149, 5164, 8498, 8518, 8574, 8594, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12734, 12849, 12889, 12909, 17997, 18017, 18046, 18086, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23298, 23353, 23393, 23461, 27773, 27811, 27831, 27867, 27887, 27907, 27927, 27935, 31295, 31315, 31350, 31390, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",182
30,LCOE,Sequential,2866.5135121214507,-115.20825818879308,"[45, 804, 957, 977, 1588, 2639, 2675, 5049, 5069, 5089, 5109, 5129, 5164, 8498, 8534, 8574, 8594, 8614, 8634, 8650, 8670, 12212, 12699, 12774, 12809, 12849, 12869, 12889, 12909, 17997, 18017, 18046, 18066, 18086, 18126, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23298, 23353, 23411, 23461, 27773, 27793, 27811, 27831, 27887, 27927, 27935, 31295, 31315, 31350, 31370, 31410, 31593, 33967, 34007, 34027, 34040, 34044, 35574, 35594, 36154]",202
30,LCOE,Joint,2865.3976046510347,-115.25312517540527,"[47, 937, 957, 977, 2639, 2675, 2715, 5049, 5089, 5109, 5129, 5164, 8498, 8534, 8594, 8614, 8634, 8650, 8670, 12445, 12699, 12734, 12774, 12809, 12829, 12849, 12869, 12889, 12909, 17997, 18017, 18046, 18086, 18126, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23333, 23353, 23393, 23411, 23431, 23461, 27773, 27811, 27851, 27887, 27927, 27935, 31295, 31315, 31350, 31410, 33967, 34007, 34027, 34040, 35574, 35594, 36154]",130
29,AEP,Sequential,2864.720965905699,-115.28034762776376,"[63, 937, 957, 977, 2639, 2659, 2675, 2715, 2732, 5049, 5069, 5109, 5129, 5164, 6812, 8411, 8498, 8534, 8634, 8670, 12679, 12699, 12719, 12774, 12809, 12849, 12869, 12889, 12909, 17997, 18017, 18046, 18066, 18086, 18161, 18221, 18241, 18261, 18417, 23238, 23258, 23278, 23318, 23431, 23461, 27773, 27811, 27831, 27851, 27867, 27907, 27935, 31281, 31295, 31315, 31350, 31390, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35594, 35726, 36154]",202
29,AEP,Joint,2867.0730787194716,-115.18577299524252,"[68, 937, 957, 977, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5109, 5149, 5164, 8518, 8534, 8594, 8614, 8634, 8650, 8670, 12679, 12719, 12774, 12829, 12849, 12869, 12909, 17997, 18017, 18046, 18066, 18106, 18141, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23318, 23353, 23431, 23461, 27773, 27793, 27811, 27831, 27867, 27887, 27907, 27935, 31295, 31315, 31350, 31390, 33947, 33967, 33987, 34007, 34027, 34040, 35594, 36154]",200
29,LCOE,Sequential,2864.297363946559,-115.29739647950665,"[27, 937, 957, 977, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5109, 5164, 5441, 6798, 8498, 8534, 8614, 8650, 8670, 9158, 12679, 12719, 12734, 12754, 12809, 12849, 12889, 12909, 16377, 18017, 18046, 18126, 18161, 18181, 18201, 18221, 18241, 18261, 19695, 23238, 23258, 23298, 23318, 23333, 23353, 23393, 23431, 23461, 27773, 27811, 27887, 27927, 27935, 31295, 31315, 31350, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",196
29,LCOE,Joint,2872.494310308368,-114.96838396546715,"[5, 937, 957, 977, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5069, 5109, 5164, 8498, 8534, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12734, 12754, 12809, 12849, 12869, 12889, 12909, 17993, 18017, 18086, 18126, 18141, 18181, 18201, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23333, 23393, 23431, 23461, 27773, 27851, 27867, 27887, 27907, 27927, 27935, 31295, 31315, 31390, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",202
28,AEP,Sequential,2861.5275171087856,-115.40899985467352,"[32, 937, 977, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5069, 5149, 5164, 8498, 8554, 8574, 8594, 8634, 8650, 8670, 12336, 12679, 12699, 12719, 12734, 12754, 12849, 12869, 12889, 12909, 17997, 18046, 18086, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23333, 23353, 23393, 23461, 27773, 27811, 27851, 27887, 27907, 27935, 30194, 30963, 31295, 31370, 32200, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",202
28,AEP,Joint,2874.5342136583035,-114.886797045933,"[33, 937, 957, 977, 2639, 2675, 2695, 2715, 2732, 5049, 5069, 5089, 5109, 5149, 5164, 8498, 8534, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12734, 12754, 12789, 12849, 12869, 12889, 12909, 17997, 18017, 18126, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23298, 23373, 23411, 23461, 27773, 27811, 27851, 27927, 27935, 31285, 31295, 31315, 31335, 31350, 31370, 31390, 31410, 33947, 33967, 34007, 34027, 34040, 35574, 35594, 36154]",202
28,LCOE,Sequential,2854.427466993166,-115.69606606750845,"[27, 937, 957, 977, 2639, 2659, 2675, 2715, 2732, 5049, 5069, 5164, 8498, 8534, 8554, 8574, 8594, 8614, 8634, 8650, 8670, 12679, 12699, 12734, 12774, 12849, 12869, 12889, 17563, 17997, 18017, 18046, 18066, 18086, 18106, 18181, 18201, 18221, 18241, 18261, 23238, 23373, 23393, 23411, 23461, 24226, 27773, 27793, 27811, 27835, 27867, 27907, 27935, 31295, 31335, 31350, 31370, 31410, 32873, 33947, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",180
28,LCOE,Joint,2872.4388570888796,-114.9706034616331,"[67, 937, 957, 977, 2639, 2659, 2675, 2715, 5049, 5069, 5089, 5109, 5129, 5149, 5164, 5183, 8518, 8614, 8650, 8670, 12679, 12699, 12719, 12754, 12789, 12849, 12869, 12889, 12909, 18017, 18046, 18086, 18126, 18141, 18161, 18181, 18201, 18221, 18241, 18261, 21277, 23238, 23258, 23298, 23333, 23411, 23431, 23461, 27773, 27793, 27811, 27851, 27887, 27907, 27935, 31295, 31315, 31335, 31390, 33947, 33967, 33987, 34007, 34027, 34040, 35594, 36154]",202
27,AEP,Sequential,2855.918688499462,-115.63565522226679,"[74, 937, 957, 977, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5069, 5149, 5551, 5631, 8498, 8574, 8594, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12734, 12754, 12789, 12869, 12909, 17997, 18017, 18106, 18141, 18161, 18181, 18201, 18241, 18261, 20494, 23238, 23278, 23298, 23333, 23373, 23461, 27773, 27793, 27811, 27831, 27867, 27887, 27927, 27935, 31109, 31295, 31315, 31370, 33947, 33967, 33987, 34007, 34027, 34040, 35594, 35906, 36154]",202
27,AEP,Joint,2876.643416664546,-114.80256012720228,"[11, 421, 937, 977, 2639, 2659, 2675, 2715, 2732, 4605, 5049, 5069, 5089, 5109, 5149, 8498, 8534, 8574, 8634, 8650, 8670, 12679, 12699, 12719, 12754, 12789, 12809, 12849, 12889, 12909, 17997, 18017, 18046, 18106, 18141, 18181, 18221, 18241, 18261, 23258, 23298, 23333, 23393, 23431, 23461, 23956, 27793, 27811, 27831, 27851, 27887, 27907, 27935, 28343, 31295, 31335, 31390, 31587, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",199
