num_run,Objective,Optimization type,AEP,LCOE,Layout,Iterations
27,LCOE,Sequential,2855.1217552179623,-115.66793192010157,"[34, 937, 957, 977, 2639, 2695, 2715, 2732, 5049, 5089, 5149, 5164, 8498, 8518, 8534, 8554, 8594, 8634, 8650, 8670, 11526, 12679, 12699, 12734, 12774, 12789, 12849, 12869, 12909, 17857, 17997, 18017, 18066, 18106, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23333, 23373, 23461, 26848, 27773, 27887, 27927, 27935, 31295, 31315, 31335, 31350, 31370, 31410, 32040, 33947, 34007, 34027, 34040, 35574, 35594, 36154]",201
27,LCOE,Joint,2869.787718207255,-115.07681446642178,"[16, 937, 957, 977, 2639, 2659, 2675, 2695, 2715, 5049, 5069, 5089, 5109, 5149, 5164, 8498, 8594, 8650, 8670, 12679, 12699, 12719, 12734, 12754, 12774, 12809, 12829, 12869, 12889, 12909, 17997, 18017, 18086, 18126, 18141, 18181, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23393, 23431, 23461, 27773, 27793, 27811, 27851, 27867, 27907, 27927, 27935, 31295, 31315, 31350, 31390, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",202
26,AEP,Sequential,2857.1668292136633,-115.58514029684466,"[51, 937, 957, 977, 2639, 2659, 2675, 2715, 2732, 5089, 5129, 5164, 5186, 8498, 8518, 8534, 8594, 8614, 8634, 8650, 8670, 12679, 12734, 12774, 12809, 12849, 12889, 12909, 13426, 17997, 18046, 18086, 18126, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23333, 23393, 23431, 23461, 27773, 27811, 27851, 27887, 27927, 27935, 31274, 31295, 31315, 31335, 31370, 31410, 32959, 33947, 34027, 34040, 34900, 35574, 35594, 36154]",202
26,AEP,Joint,2873.19971097095,-114.9401580214384,"[22, 937, 957, 977, 2639, 2659, 2675, 2715, 2732, 5049, 5069, 5109, 5149, 5164, 8498, 8518, 8554, 8594, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12734, 12789, 12889, 12909, 17997, 18017, 18066, 18106, 18126, 18141, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23431, 23461, 27773, 27793, 27831, 27887, 27927, 27935, 31295, 31315, 31335, 31350, 31370, 31410, 33967, 34007, 34027, 34040, 34443, 35574, 35594, 36154]",202
26,LCOE,Sequential,2862.306920411415,-115.37757409980482,"[69, 937, 957, 977, 2639, 2659, 2675, 2695, 2715, 2732, 5026, 5049, 5069, 5109, 8498, 8554, 8594, 8614, 8634, 8650, 10051, 12679, 12699, 12734, 12774, 12809, 12849, 12889, 12909, 17997, 18017, 18066, 18106, 18141, 18161, 18181, 18201, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23353, 23393, 23431, 23461, 27773, 27831, 27887, 27927, 27935, 31295, 31315, 31335, 31370, 31390, 31589, 33947, 33967, 34007, 34027, 34040, 35574, 35594, 36154]",202
26,LCOE,Joint,2867.342517747168,-115.1749491949856,"[80, 937, 957, 977, 2639, 2659, 2675, 2695, 2732, 5049, 5069, 5089, 5109, 5129, 5164, 8498, 8614, 8634, 8650, 8670, 12679, 12719, 12734, 12754, 12774, 12789, 12829, 12849, 12869, 12889, 12909, 17997, 18017, 18046, 18126, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23353, 23431, 23461, 27793, 27831, 27887, 27927, 27935, 31295, 31315, 31335, 31350, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",173
25,AEP,Sequential,2853.1084655127597,-115.74955274152201,"[114, 937, 957, 977, 2639, 2659, 2675, 2715, 2732, 5049, 5069, 5109, 5129, 5164, 6990, 8498, 8518, 8554, 8594, 8614, 8670, 12679, 12699, 12754, 12809, 12829, 12849, 12889, 12909, 17997, 18017, 18046, 18106, 18126, 18161, 18181, 18201, 18221, 18261, 23238, 23258, 23318, 23333, 23393, 23431, 23461, 23849, 27773, 27793, 27811, 27907, 27935, 30634, 31295, 31315, 31335, 31350, 31390, 31410, 33947, 33967, 33987, 34007, 34040, 35574, 35594, 36154]",115
25,AEP,Joint,2871.652880901399,-115.0020711077341,"[109, 937, 957, 977, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5069, 5089, 5149, 5164, 8498, 8518, 8594, 8614, 8634, 8650, 8670, 12679, 12699, 12734, 12789, 12849, 12889, 12909, 17997, 18017, 18066, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23333, 23353, 23411, 23431, 23461, 27773, 27793, 27831, 27867, 27887, 27927, 27935, 31295, 31315, 31335, 31390, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",202
25,LCOE,Sequential,2867.975835119215,-115.14951582303853,"[13, 937, 957, 977, 2639, 2659, 2695, 2715, 2732, 5049, 5069, 5149, 5164, 8498, 8534, 8574, 8594, 8634, 8650, 8670, 12679, 12699, 12719, 12754, 12774, 12849, 12869, 12889, 12909, 13796, 17997, 18017, 18106, 18126, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23298, 23393, 23461, 27773, 27793, 27831, 27851, 27887, 27927, 27935, 31295, 31315, 31335, 31370, 31390, 31410, 31586, 33947, 33987, 34007, 34040, 35574, 35594, 35614, 36154]",202
25,LCOE,Joint,2871.6728461755665,-115.00127155708802,"[215, 957, 977, 2639, 2659, 2675, 2695, 2732, 5069, 5109, 5164, 5333, 8498, 8518, 8534, 8554, 8574, 8594, 8614, 8634, 8650, 8670, 12679, 12719, 12809, 12889, 12909, 17997, 18017, 18046, 18066, 18086, 18106, 18126, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23393, 23431, 23461, 27773, 27793, 27811, 27831, 27851, 27867, 27907, 27927, 27935, 31295, 31315, 31350, 31390, 33947, 33967, 34007, 34027, 34040, 35574, 35594, 35613, 36154]",202
24,AEP,Sequential,2861.6917720276892,-115.40237562767005,"[80, 937, 957, 977, 2639, 2675, 2715, 2732, 5049, 5069, 5089, 5109, 5129, 5164, 8498, 8574, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12754, 12774, 12809, 12849, 12889, 12909, 17997, 18017, 18066, 18126, 18161, 18201, 18221, 18241, 18261, 23238, 23258, 23298, 23333, 23353, 23431, 23461, 23889, 27773, 27793, 27831, 27867, 27927, 29288, 30922, 31295, 31315, 31335, 31410, 31587, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",202
24,AEP,Joint,2870.981306209073,-115.02897218171674,"[250, 921, 957, 977, 2639, 2715, 2732, 5049, 5069, 5089, 5109, 5129, 5149, 5164, 8498, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12734, 12754, 12774, 12789, 12809, 12849, 12869, 12889, 12909, 15155, 17997, 18017, 18141, 18161, 18181, 18201, 18221, 18261, 23238, 23258, 23278, 23298, 23461, 27773, 27793, 27811, 27831, 27867, 27887, 27907, 27927, 27935, 31295, 31335, 31390, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",202
24,LCOE,Sequential,2859.099104900622,-115.50702395733535,"[180, 957, 977, 1209, 1670, 2639, 2695, 2732, 3844, 5049, 5089, 5129, 5149, 5164, 8498, 8554, 8574, 8634, 8650, 8670, 12679, 12699, 12754, 12789, 12829, 12889, 12909, 14422, 17997, 18017, 18046, 18066, 18106, 18126, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23298, 23333, 23373, 23393, 23411, 23461, 27773, 27793, 27831, 27887, 27927, 27935, 31295, 31315, 31335, 31370, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",202
24,LCOE,Joint,2874.22048405899,-114.89933727692903,"[44, 937, 957, 977, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5109, 5129, 5164, 8498, 8518, 8534, 8614, 8650, 8670, 12679, 12699, 12719, 12774, 12809, 12849, 12889, 12909, 17997, 18017, 18066, 18141, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23333, 23353, 23431, 23461, 27773, 27811, 27831, 27867, 27887, 27907, 27927, 27935, 31295, 31315, 31335, 31390, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",194
23,AEP,Sequential,2869.4032632858566,-115.09223295019734,"[96, 957, 977, 1053, 2530, 2659, 2675, 2695, 2715, 5049, 5069, 5089, 5149, 5164, 8498, 8574, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12734, 12754, 12789, 12849, 12889, 12909, 17997, 18017, 18046, 18106, 18126, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23298, 23333, 23393, 23461, 27773, 27793, 27811, 27851, 27887, 27927, 27935, 31295, 31335, 31350, 31390, 31410, 32042, 33947, 33967, 33987, 34007, 34027, 34040, 35594, 35668, 36154]",202
23,AEP,Joint,2872.4914018718187,-114.96850037251703,"[38, 937, 957, 977, 2639, 2659, 2675, 2695, 2715, 5049, 5069, 5089, 5109, 5129, 5149, 5164, 8534, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12754, 12774, 12809, 12849, 12889, 12909, 17997, 18017, 18046, 18126, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23333, 23353, 23393, 23411, 23431, 23461, 27773, 27811, 27867, 27887, 27927, 27935, 31295, 31335, 31350, 31390, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",202
23,LCOE,Sequential,2858.752965922162,-115.52100959504315,"[22, 937, 957, 977, 2639, 2659, 2715, 2732, 5049, 5069, 5089, 5109, 5129, 5164, 6814, 8498, 8574, 8594, 8614, 8634, 8670, 12679, 12699, 12734, 12774, 12829, 12849, 12909, 17997, 18017, 18066, 18141, 18181, 18201, 18221, 18241, 18261, 20655, 23238, 23258, 23278, 23298, 23318, 23333, 23373, 23411, 23461, 27831, 27867, 27927, 28141, 28556, 31289, 31295, 31315, 31335, 31350, 31370, 31410, 33947, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",202
23,LCOE,Joint,2868.721133650634,-115.11959978692407,"[84, 937, 957, 2639, 2659, 2675, 2715, 2732, 5049, 5069, 5109, 5129, 5164, 8498, 8518, 8534, 8574, 8594, 8650, 8670, 12679, 12699, 12719, 12734, 12789, 12829, 12849, 12889, 12909, 17997, 18017, 18046, 18086, 18126, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23318, 23353, 23393, 23431, 23461, 27773, 27793, 27831, 27851, 27887, 27927, 27935, 31315, 31390, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 35613, 36154]",202
22,AEP,Sequential,2864.837385458442,-115.2756629337637,"[55, 957, 977, 2639, 2659, 2675, 2695, 2715, 2732, 5036, 5049, 5069, 5109, 5149, 8498, 8554, 8594, 8614, 8634, 8650, 8670, 12679, 12699, 12734, 12754, 12789, 12869, 12889, 12909, 17997, 18017, 18066, 18106, 18141, 18161, 18221, 18241, 18261, 23238, 23258, 23298, 23333, 23353, 23411, 23431, 23461, 27773, 27793, 27831, 27887, 27907, 27935, 31279, 31295, 31315, 31335, 31370, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35568, 35594, 36154]",202
22,AEP,Joint,2870.8934460673527,-115.0324925010834,"[20, 937, 957, 977, 2639, 2659, 2675, 2695, 2715, 2732, 4197, 5049, 5069, 5089, 5109, 5149, 8498, 8518, 8534, 8574, 8634, 8650, 8670, 12679, 12699, 12719, 12754, 12789, 12809, 12869, 12889, 12909, 17997, 18017, 18046, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23333, 23393, 23411, 25367, 27773, 27811, 27851, 27927, 27935, 31295, 31335, 31350, 31370, 31390, 31410, 33947, 33967, 34007, 34027, 34040, 35574, 35594, 36154]",184
22,LCOE,Sequential,2857.536619269021,-115.57018257586896,"[112, 745, 957, 977, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5069, 5129, 5164, 5330, 6892, 8498, 8534, 8594, 8614, 8650, 8670, 12679, 12719, 12734, 12774, 12789, 12829, 12849, 12869, 12889, 17997, 18017, 18161, 18181, 18201, 18221, 18241, 18261, 18373, 23238, 23258, 23278, 23298, 23353, 23393, 23461, 27773, 27811, 27831, 27867, 27887, 27927, 27935, 31295, 31315, 31335, 31593, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",202
22,LCOE,Joint,2876.6234314129406,-114.80335771440957,"[2, 937, 957, 977, 2639, 2659, 2675, 2695, 2732, 5049, 5069, 5109, 5149, 8498, 8518, 8534, 8574, 8594, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12829, 12849, 12889, 12909, 17997, 18017, 18046, 18066, 18086, 18161, 18201, 18221, 18241, 18261, 18412, 23238, 23258, 23278, 23333, 23373, 23431, 23461, 27773, 27811, 27851, 27887, 27907, 27927, 27935, 31295, 31315, 31335, 31370, 31410, 33947, 33967, 34007, 34027, 34040, 35574, 35594, 36154]",202
21,AEP,Sequential,2858.407712393791,-115.53496283061232,"[134, 937, 957, 977, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5129, 5164, 8498, 8534, 8554, 8594, 8634, 8650, 8670, 12679, 12699, 12734, 12774, 12809, 12829, 12869, 12889, 12909, 17185, 17997, 18019, 18066, 18086, 18126, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23333, 23461, 25090, 27773, 27811, 27851, 27867, 27887, 27927, 27935, 31295, 31315, 31370, 31410, 32038, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",202
21,AEP,Joint,2871.5269918756444,-115.00711284989166,"[57, 937, 957, 977, 2639, 2659, 2675, 2715, 2732, 5049, 5069, 5129, 5164, 8498, 8534, 8574, 8594, 8634, 8670, 12679, 12699, 12719, 12734, 12774, 12789, 12829, 12849, 12869, 12889, 12909, 17997, 18017, 18046, 18126, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23333, 23411, 23431, 23461, 27773, 27811, 27867, 27887, 27927, 27935, 31295, 31315, 31350, 31370, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",202
21,LCOE,Sequential,2855.1871387995097,-115.66528313272214,"[20, 937, 957, 977, 2639, 2715, 2732, 4899, 5069, 5089, 5109, 5129, 5149, 5164, 8498, 8534, 8594, 8634, 8650, 10053, 12679, 12699, 12719, 12734, 12754, 12774, 12789, 12849, 12889, 12909, 17997, 18017, 18046, 18106, 18141, 18181, 18221, 18241, 18261, 20619, 23238, 23258, 23278, 23298, 23353, 23393, 23431, 23461, 27811, 27867, 27887, 27907, 27927, 27935, 30377, 31295, 31315, 31370, 33947, 33987, 34007, 34027, 34040, 34646, 35574, 35759, 36154]",199
21,LCOE,Joint,2869.7686097519827,-115.07758070944034,"[65, 937, 957, 977, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5069, 5109, 5149, 8518, 8534, 8594, 8614, 8650, 8670, 12679, 12699, 12719, 12734, 12809, 12829, 12849, 12869, 12889, 12909, 18017, 18086, 18141, 18161, 18181, 18201, 18221, 18241, 18261, 20514, 23238, 23258, 23278, 23298, 23411, 23431, 23461, 27773, 27793, 27811, 27851, 27867, 27887, 27927, 27935, 31295, 31335, 31410, 33002, 33947, 33967, 34007, 34027, 34040, 35574, 35594, 36154]",202
20,AEP,Sequential,2863.642295211285,-115.3237711841332,"[76, 937, 957, 977, 2639, 2659, 2695, 2715, 2732, 5049, 5089, 5109, 5149, 5164, 6796, 8518, 8534, 8614, 8650, 8670, 8675, 12679, 12699, 12719, 12734, 12774, 12789, 12829, 12869, 12889, 12909, 17997, 18017, 18126, 18161, 18201, 18221, 18241, 18261, 22877, 23238, 23258, 23278, 23298, 23333, 23411, 23461, 27773, 27811, 27831, 27851, 27867, 27907, 27927, 27935, 31295, 31315, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35552, 35574, 36154]",202
20,AEP,Joint,2871.6749605254236,-115.00118688423144,"[0, 419, 937, 977, 2639, 2659, 2675, 2695, 2715, 2732, 5069, 5109, 5149, 5164, 8498, 8518, 8534, 8554, 8594, 8614, 8650, 8670, 12679, 12699, 12719, 12754, 12789, 12829, 12849, 12869, 12889, 12909, 17997, 18017, 18106, 18201, 18241, 18261, 23238, 23258, 23278, 23298, 23333, 23411, 23431, 23461, 27773, 27793, 27831, 27867, 27907, 27927, 27935, 31295, 31315, 31335, 31390, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",202
20,LCOE,Sequential,2861.921693493876,-115.39310441544016,"[112, 937, 957, 977, 2639, 2659, 2695, 2732, 5044, 5069, 5109, 5164, 5182, 8498, 8534, 8594, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12754, 12809, 12849, 12889, 12909, 17997, 18017, 18086, 18106, 18141, 18201, 18221, 18241, 18261, 19887, 23238, 23258, 23278, 23298, 23333, 23353, 23431, 23461, 27773, 27793, 27831, 27851, 27867, 27887, 27907, 27935, 31295, 31315, 31335, 31390, 31438, 33947, 33967, 34007, 34027, 34040, 35574, 35594, 36154]",202
20,LCOE,Joint,2868.914845232608,-115.11182681317129,"[1, 871, 957, 977, 2639, 2659, 2675, 2695, 2715, 2732, 4890, 5049, 5069, 5089, 5109, 5129, 5149, 8498, 8534, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12734, 12754, 12774, 12789, 12869, 12909, 15688, 17997, 18017, 18141, 18161, 18181, 18201, 18221, 18261, 23238, 23258, 23278, 23298, 23333, 23411, 23461, 27773, 27793, 27831, 27887, 27927, 27935, 31315, 31335, 31350, 31390, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35594, 36154]",202
19,AEP,Sequential,2854.7477071330723,-115.68308750401177,"[23, 937, 977, 2639, 2675, 2695, 2715, 2732, 5049, 5089, 5109, 5129, 5149, 5164, 8518, 8534, 8614, 8634, 8670, 12679, 12699, 12719, 12754, 12789, 12809, 12849, 12869, 12889, 12909, 17997, 18046, 18086, 18106, 18141, 18181, 18201, 18221, 18261, 23238, 23258, 23278, 23298, 23333, 23353, 23373, 23393, 23411, 23431, 23461, 27773, 27811, 27831, 27907, 27935, 31315, 31335, 31370, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",64
19,AEP,Joint,2873.3471071660683,-114.93426185180527,"[28, 937, 957, 977, 2639, 2695, 2732, 5049, 5069, 5089, 5109, 5129, 5149, 5164, 8518, 8594, 8634, 8670, 12679, 12699, 12719, 12754, 12774, 12789, 12809, 12829, 12849, 12889, 12909, 17997, 18017, 18046, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23333, 23353, 23373, 23393, 23411, 23431, 23461, 27773, 27811, 27935, 31295, 31315, 31335, 31370, 31390, 31410, 31432, 33987, 34007, 34027, 34040, 34351, 35574, 35594, 36154]",202
19,LCOE,Sequential,2860.0250542854283,-115.46962790109664,"[62, 937, 957, 977, 1673, 2639, 2659, 2675, 2695, 2732, 5049, 5109, 5149, 5164, 8518, 8594, 8634, 8650, 8670, 12679, 12699, 12719, 12734, 12754, 12774, 12789, 12829, 12869, 12889, 12909, 17997, 18017, 18066, 18141, 18181, 18201, 18221, 18241, 18261, 19527, 23238, 23278, 23373, 23411, 23461, 26954, 27773, 27793, 27811, 27831, 27887, 27907, 27935, 30964, 31295, 31370, 31410, 32382, 32874, 33947, 34007, 34027, 34040, 35185, 35574, 35594, 36154]",202
19,LCOE,Joint,2864.290219038757,-115.2976840862799,"[87, 937, 957, 977, 2639, 2659, 2715, 2732, 5069, 5089, 5109, 5149, 5164, 8498, 8518, 8554, 8594, 8650, 8670, 12679, 12699, 12719, 12734, 12774, 12789, 12829, 12849, 12869, 12889, 12909, 17997, 18017, 18046, 18106, 18181, 18221, 18241, 18261, 23238, 23258, 23278, 23318, 23353, 23373, 23393, 23411, 23431, 23461, 27773, 27793, 27831, 27867, 27927, 27935, 31295, 31315, 31335, 31390, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",127
18,AEP,Sequential,2869.6125491291186,-115.08383907310989,"[54, 937, 957, 977, 2639, 2675, 2695, 2715, 2732, 4197, 5049, 5069, 5149, 8498, 8534, 8554, 8574, 8594, 8634, 8650, 8670, 12679, 12699, 12719, 12809, 12849, 12869, 12889, 12909, 17997, 18017, 18046, 18066, 18086, 18106, 18126, 18141, 18181, 18201, 18221, 18241, 18261, 22981, 23258, 23333, 23393, 23461, 27773, 27793, 27811, 27867, 27887, 27927, 27935, 31295, 31315, 31335, 31350, 31410, 32040, 33947, 33967, 34007, 34040, 35574, 35594, 36154]",202
18,AEP,Joint,2865.8707506761825,-115.23409725586296,"[88, 937, 957, 977, 2639, 2659, 2695, 2715, 5049, 5069, 5089, 5149, 5164, 5644, 8498, 8534, 8574, 8594, 8614, 8650, 8670, 12679, 12699, 12719, 12734, 12754, 12774, 12809, 12829, 12869, 12889, 12909, 18017, 18106, 18141, 18161, 18181, 18201, 18221, 18241, 18261, 19694, 23238, 23278, 23298, 23333, 23461, 27773, 27811, 27831, 27867, 27907, 27927, 27935, 31295, 31315, 31335, 31587, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",153
18,LCOE,Sequential,2868.6142695203916,-115.12388832304266,"[68, 957, 977, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5069, 5129, 5164, 8518, 8554, 8594, 8634, 8670, 12679, 12699, 12719, 12734, 12774, 12809, 12829, 12849, 12869, 12889, 12909, 17997, 18017, 18086, 18181, 18221, 18241, 18261, 23238, 23258, 23278, 23318, 23353, 23373, 23393, 23411, 23431, 23461, 27773, 27793, 27811, 27867, 27907, 27935, 31295, 31350, 31390, 31425, 32747, 33947, 33967, 33987, 34007, 34027, 34040, 35558, 35574, 35594, 36154]",202
18,LCOE,Joint,2871.879015489308,-114.99301573116067,"[79, 937, 957, 977, 2659, 2675, 2695, 2715, 2732, 5049, 5069, 5089, 5109, 5129, 5149, 5164, 8634, 8650, 8670, 12679, 12699, 12719, 12734, 12754, 12774, 12789, 12829, 12849, 12889, 12909, 17997, 18017, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23333, 23353, 23393, 23411, 23431, 23461, 27773, 27811, 27867, 27887, 27927, 27935, 31295, 31315, 31335, 31390, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",202
17,AEP,Sequential,2852.375149127179,-115.77931076394587,"[937, 957, 977, 2639, 2675, 2695, 2715, 2732, 3402, 5049, 5109, 5164, 8400, 8498, 8518, 8534, 8554, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12754, 12789, 12809, 12869, 12889, 12909, 17997, 18017, 18066, 18126, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23298, 23318, 23353, 23373, 23393, 23411, 23461, 27773, 27811, 27907, 27935, 30121, 31295, 31315, 31335, 31350, 31370, 31390, 31410, 33361, 33947, 33967, 34027, 35594, 35810, 36154]",202
17,AEP,Joint,2871.784483714654,-114.99680100610432,"[83, 937, 957, 2639, 2659, 2675, 2715, 2732, 5049, 5069, 5109, 5129, 5149, 5164, 8498, 8534, 8594, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12734, 12754, 12774, 12809, 12849, 12889, 12909, 18017, 18086, 18141, 18161, 18221, 18241, 18261, 20778, 23238, 23258, 23278, 23318, 23333, 23431, 23461, 27773, 27793, 27851, 27867, 27887, 27907, 27927, 27935, 31295, 31315, 31350, 31390, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",202
17,LCOE,Sequential,2864.2380122760196,-115.29978562910264,"[64, 937, 957, 977, 2136, 2675, 2695, 2715, 2732, 5049, 5069, 5109, 5149, 5164, 5332, 8498, 8594, 8634, 8670, 12679, 12699, 12719, 12734, 12754, 12774, 12789, 12809, 12829, 12849, 12889, 12909, 17997, 18017, 18046, 18201, 18221, 18241, 18261, 19223, 23238, 23258, 23298, 23333, 23353, 23373, 23431, 23461, 27773, 27811, 27867, 27907, 27927, 27935, 31295, 31315, 31335, 31350, 31370, 31441, 33947, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",202
17,LCOE,Joint,2866.817992176438,-115.19602210792429,"[96, 937, 957, 977, 2639, 2659, 2675, 2695, 2732, 5049, 5069, 5149, 5164, 8498, 8518, 8534, 8554, 8574, 8594, 8634, 8650, 8670, 12679, 12699, 12719, 12734, 12789, 12849, 12869, 12889, 12909, 17997, 18086, 18106, 18141, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23431, 23461, 27773, 27811, 27851, 27887, 27907, 27927, 27935, 31295, 31315, 31335, 31390, 33947, 33967, 33987, 34007, 34027, 34040, 35594, 35614, 36154]",200
16,AEP,Sequential,2859.789901706517,-115.47912264781586,"[95, 937, 957, 977, 2639, 2675, 2715, 2732, 3618, 4066, 5049, 5089, 5149, 8498, 8534, 8594, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12734, 12774, 12829, 12849, 12869, 12889, 12909, 17997, 18017, 18046, 18066, 18126, 18181, 18221, 18241, 18261, 23238, 23258, 23278, 23318, 23333, 23373, 23393, 23431, 23461, 27773, 27851, 27887, 27927, 27935, 31029, 31295, 31315, 31370, 31390, 31410, 31588, 33947, 33967, 34007, 34040, 35574, 35594, 36154]",202
16,AEP,Joint,2870.6361010298565,-115.04280486393752,"[38, 298, 937, 977, 1842, 2639, 2659, 2675, 2732, 3589, 5049, 5069, 5089, 5129, 5149, 8498, 8534, 8594, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12734, 12774, 12789, 12829, 12849, 12869, 12889, 12909, 17997, 18017, 18046, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23298, 23333, 23461, 27773, 27793, 27811, 27831, 27851, 27867, 27887, 27907, 27927, 27935, 31410, 33124, 33947, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",202
16,LCOE,Sequential,2850.623658906494,-115.85044829552679,"[35, 465, 798, 977, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5069, 5109, 5149, 5164, 7963, 8498, 8594, 8634, 8650, 8670, 12679, 12719, 12774, 12789, 12829, 12869, 12889, 12909, 16877, 17997, 18066, 18126, 18161, 18181, 18201, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23333, 23431, 23461, 26463, 27773, 27867, 27887, 27927, 27935, 31222, 31295, 31315, 31335, 31350, 31410, 31428, 33947, 33967, 34007, 34027, 34040, 35574, 35594, 36154]",186
16,LCOE,Joint,2870.2944389358895,-115.05649884775755,"[110, 957, 977, 2639, 2659, 2675, 2715, 2732, 5049, 5069, 5109, 5164, 8498, 8518, 8534, 8574, 8614, 8634, 8650, 8670, 12679, 12719, 12734, 12754, 12789, 12829, 12849, 12889, 12909, 17997, 18017, 18046, 18086, 18126, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23411, 23461, 27773, 27811, 27851, 27887, 27907, 27927, 27935, 31295, 31315, 31335, 31370, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]",202
15,AEP,Sequential,2866.8736814717295,-115.1937844141839,"[88, 937, 957, 977, 2639, 2675, 2695, 2715, 2732, 5049, 5069, 5089, 5109, 5149, 5164, 6625, 8498, 8518, 8594, 8650, 8670, 12679, 12699, 12719, 12754, 12774, 12789, 12829, 12869, 12889, 12909, 18106, 18141, 18161, 18181, 18201, 18221, 18241, 18261, 20247, 23238, 23258, 23278, 23298, 23461, 27773, 27811, 27831, 27851, 27867, 27887, 27907, 27927, 27935, 31276, 31295, 31335, 33000, 33947, 33987, 34007, 34027, 34040, 34819, 35574, 35594, 36154]",202
