num_run,Objective,Optimization type,Robustness,AEP,LCOE,Layout
15,LCOE,Joint,Robust objective,,-65.65868075638207,"[1, 937, 957, 977, 2639, 2675, 2695, 2715, 2732, 5109, 5149, 5164, 5333, 8498, 8518, 8534, 8554, 8594, 8634, 8670, 12679, 12699, 12719, 12789, 12829, 12849, 12869, 12889, 12909, 15969, 17997, 18017, 18046, 18086, 18106, 18141, 18181, 18221, 18261, 23238, 23298, 23353, 23393, 23411, 23431, 23461, 24473, 27773, 27793, 27831, 27867, 27927, 27935, 31295, 31315, 31335, 31370, 31390, 31424, 33947, 33987, 34007, 34027, 34040, 35574, 35594, 36154]"
15,LCOE,Joint,22 wind speeds,5207.152385571196,-63.42161787337937,"[1, 937, 957, 977, 2639, 2675, 2695, 2715, 2732, 5109, 5149, 5164, 5333, 8498, 8518, 8534, 8554, 8594, 8634, 8670, 12679, 12699, 12719, 12789, 12829, 12849, 12869, 12889, 12909, 15969, 17997, 18017, 18046, 18086, 18106, 18141, 18181, 18221, 18261, 23238, 23298, 23353, 23393, 23411, 23431, 23461, 24473, 27773, 27793, 27831, 27867, 27927, 27935, 31295, 31315, 31335, 31370, 31390, 31424, 33947, 33987, 34007, 34027, 34040, 35574, 35594, 36154]"
15,LCOE,Joint,360 wind directions,2860.319379402925,-115.45774614689675,"[1, 937, 957, 977, 2639, 2675, 2695, 2715, 2732, 5109, 5149, 5164, 5333, 8498, 8518, 8534, 8554, 8594, 8634, 8670, 12679, 12699, 12719, 12789, 12829, 12849, 12869, 12889, 12909, 15969, 17997, 18017, 18046, 18086, 18106, 18141, 18181, 18221, 18261, 23238, 23298, 23353, 23393, 23411, 23431, 23461, 24473, 27773, 27793, 27831, 27867, 27927, 27935, 31295, 31315, 31335, 31370, 31390, 31424, 33947, 33987, 34007, 34027, 34040, 35574, 35594, 36154]"
15,LCOE,Joint,FLORIS yaw,,-115.08733135753864,"[1, 937, 957, 977, 2639, 2675, 2695, 2715, 2732, 5109, 5149, 5164, 5333, 8498, 8518, 8534, 8554, 8594, 8634, 8670, 12679, 12699, 12719, 12789, 12829, 12849, 12869, 12889, 12909, 15969, 17997, 18017, 18046, 18086, 18106, 18141, 18181, 18221, 18261, 23238, 23298, 23353, 23393, 23411, 23431, 23461, 24473, 27773, 27793, 27831, 27867, 27927, 27935, 31295, 31315, 31335, 31370, 31390, 31424, 33947, 33987, 34007, 34027, 34040, 35574, 35594, 36154]"
15,LCOE,Joint,Original objective,2868.6559258139227,-115.12221658735582,"[1, 937, 957, 977, 2639, 2675, 2695, 2715, 2732, 5109, 5149, 5164, 5333, 8498, 8518, 8534, 8554, 8594, 8634, 8670, 12679, 12699, 12719, 12789, 12829, 12849, 12869, 12889, 12909, 15969, 17997, 18017, 18046, 18086, 18106, 18141, 18181, 18221, 18261, 23238, 23298, 23353, 23393, 23411, 23431, 23461, 24473, 27773, 27793, 27831, 27867, 27927, 27935, 31295, 31315, 31335, 31370, 31390, 31424, 33947, 33987, 34007, 34027, 34040, 35574, 35594, 36154]"
14,AEP,Sequential,Robust objective,5023.454298779568,,"[45, 937, 957, 977, 1933, 2639, 2659, 2675, 2695, 2732, 5049, 5069, 5109, 5149, 5164, 6970, 8498, 8574, 8650, 8670, 12679, 12719, 12734, 12754, 12774, 12789, 12809, 12829, 12849, 12909, 17997, 18017, 18046, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23333, 23373, 23431, 23461, 27773, 27811, 27851, 27867, 27927, 27935, 31295, 31315, 31390, 31410, 31492, 33947, 33967, 33987, 34027, 34040, 35574, 35594, 36154]"
14,AEP,Sequential,22 wind speeds,5199.937939178172,-63.5096096662927,"[45, 937, 957, 977, 1933, 2639, 2659, 2675, 2695, 2732, 5049, 5069, 5109, 5149, 5164, 6970, 8498, 8574, 8650, 8670, 12679, 12719, 12734, 12754, 12774, 12789, 12809, 12829, 12849, 12909, 17997, 18017, 18046, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23333, 23373, 23431, 23461, 27773, 27811, 27851, 27867, 27927, 27935, 31295, 31315, 31390, 31410, 31492, 33947, 33967, 33987, 34027, 34040, 35574, 35594, 36154]"
14,AEP,Sequential,360 wind directions,2851.8558026348137,-115.80039513254482,"[45, 937, 957, 977, 1933, 2639, 2659, 2675, 2695, 2732, 5049, 5069, 5109, 5149, 5164, 6970, 8498, 8574, 8650, 8670, 12679, 12719, 12734, 12754, 12774, 12789, 12809, 12829, 12849, 12909, 17997, 18017, 18046, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23333, 23373, 23431, 23461, 27773, 27811, 27851, 27867, 27927, 27935, 31295, 31315, 31390, 31410, 31492, 33947, 33967, 33987, 34027, 34040, 35574, 35594, 36154]"
14,AEP,Sequential,FLORIS yaw,2859.323080221536,,"[45, 937, 957, 977, 1933, 2639, 2659, 2675, 2695, 2732, 5049, 5069, 5109, 5149, 5164, 6970, 8498, 8574, 8650, 8670, 12679, 12719, 12734, 12754, 12774, 12789, 12809, 12829, 12849, 12909, 17997, 18017, 18046, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23333, 23373, 23431, 23461, 27773, 27811, 27851, 27867, 27927, 27935, 31295, 31315, 31390, 31410, 31492, 33947, 33967, 33987, 34027, 34040, 35574, 35594, 36154]"
14,AEP,Sequential,Original objective,2858.6374752252036,-115.52567671426586,"[45, 937, 957, 977, 1933, 2639, 2659, 2675, 2695, 2732, 5049, 5069, 5109, 5149, 5164, 6970, 8498, 8574, 8650, 8670, 12679, 12719, 12734, 12754, 12774, 12789, 12809, 12829, 12849, 12909, 17997, 18017, 18046, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23333, 23373, 23431, 23461, 27773, 27811, 27851, 27867, 27927, 27935, 31295, 31315, 31390, 31410, 31492, 33947, 33967, 33987, 34027, 34040, 35574, 35594, 36154]"
14,AEP,Joint,Robust objective,5027.152339760557,,"[81, 937, 957, 977, 2639, 2659, 2695, 2715, 2732, 5049, 5069, 5089, 5109, 5129, 5164, 8498, 8518, 8594, 8634, 8670, 12679, 12699, 12719, 12734, 12754, 12774, 12789, 12829, 12849, 12889, 12909, 17997, 18017, 18046, 18126, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23298, 23318, 23431, 23461, 27773, 27811, 27831, 27851, 27867, 27887, 27907, 27935, 31295, 31315, 31350, 31390, 31410, 33947, 33967, 33987, 34027, 34040, 35594, 36154]"
14,AEP,Joint,22 wind speeds,5204.5907368643975,-63.45283337400608,"[81, 937, 957, 977, 2639, 2659, 2695, 2715, 2732, 5049, 5069, 5089, 5109, 5129, 5164, 8498, 8518, 8594, 8634, 8670, 12679, 12699, 12719, 12734, 12754, 12774, 12789, 12829, 12849, 12889, 12909, 17997, 18017, 18046, 18126, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23298, 23318, 23431, 23461, 27773, 27811, 27831, 27851, 27867, 27887, 27907, 27935, 31295, 31315, 31350, 31390, 31410, 33947, 33967, 33987, 34027, 34040, 35594, 36154]"
14,AEP,Joint,360 wind directions,2855.791481494064,-115.64080604140518,"[81, 937, 957, 977, 2639, 2659, 2695, 2715, 2732, 5049, 5069, 5089, 5109, 5129, 5164, 8498, 8518, 8594, 8634, 8670, 12679, 12699, 12719, 12734, 12754, 12774, 12789, 12829, 12849, 12889, 12909, 17997, 18017, 18046, 18126, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23298, 23318, 23431, 23461, 27773, 27811, 27831, 27851, 27867, 27887, 27907, 27935, 31295, 31315, 31350, 31390, 31410, 33947, 33967, 33987, 34027, 34040, 35594, 36154]"
14,AEP,Joint,FLORIS yaw,2867.327085678822,,"[81, 937, 957, 977, 2639, 2659, 2695, 2715, 2732, 5049, 5069, 5089, 5109, 5129, 5164, 8498, 8518, 8594, 8634, 8670, 12679, 12699, 12719, 12734, 12754, 12774, 12789, 12829, 12849, 12889, 12909, 17997, 18017, 18046, 18126, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23298, 23318, 23431, 23461, 27773, 27811, 27831, 27851, 27867, 27887, 27907, 27935, 31295, 31315, 31350, 31390, 31410, 33947, 33967, 33987, 34027, 34040, 35594, 36154]"
14,AEP,Joint,Original objective,2865.159543820987,-115.26270134532714,"[81, 937, 957, 977, 2639, 2659, 2695, 2715, 2732, 5049, 5069, 5089, 5109, 5129, 5164, 8498, 8518, 8594, 8634, 8670, 12679, 12699, 12719, 12734, 12754, 12774, 12789, 12829, 12849, 12889, 12909, 17997, 18017, 18046, 18126, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23298, 23318, 23431, 23461, 27773, 27811, 27831, 27851, 27867, 27887, 27907, 27935, 31295, 31315, 31350, 31390, 31410, 33947, 33967, 33987, 34027, 34040, 35594, 36154]"
14,LCOE,Sequential,Robust objective,,-65.71696171545875,"[25, 937, 957, 977, 2639, 2659, 2675, 2715, 2732, 5049, 5069, 5164, 8498, 8534, 8554, 8594, 8614, 8634, 8650, 8670, 12679, 12719, 12774, 12809, 12849, 12889, 12909, 17997, 18017, 18046, 18066, 18086, 18126, 18161, 18181, 18201, 18221, 18241, 18261, 21622, 23238, 23258, 23278, 23353, 23431, 23461, 27773, 27811, 27887, 27927, 27935, 29207, 31295, 31315, 31335, 31350, 31390, 31410, 31429, 33947, 33987, 34007, 34027, 34040, 35594, 35723, 36154]"
14,LCOE,Sequential,22 wind speeds,5202.352775987692,-63.480129669494254,"[25, 937, 957, 977, 2639, 2659, 2675, 2715, 2732, 5049, 5069, 5164, 8498, 8534, 8554, 8594, 8614, 8634, 8650, 8670, 12679, 12719, 12774, 12809, 12849, 12889, 12909, 17997, 18017, 18046, 18066, 18086, 18126, 18161, 18181, 18201, 18221, 18241, 18261, 21622, 23238, 23258, 23278, 23353, 23431, 23461, 27773, 27811, 27887, 27927, 27935, 29207, 31295, 31315, 31335, 31350, 31390, 31410, 31429, 33947, 33987, 34007, 34027, 34040, 35594, 35723, 36154]"
14,LCOE,Sequential,360 wind directions,2854.8125295778927,-115.6804607604065,"[25, 937, 957, 977, 2639, 2659, 2675, 2715, 2732, 5049, 5069, 5164, 8498, 8534, 8554, 8594, 8614, 8634, 8650, 8670, 12679, 12719, 12774, 12809, 12849, 12889, 12909, 17997, 18017, 18046, 18066, 18086, 18126, 18161, 18181, 18201, 18221, 18241, 18261, 21622, 23238, 23258, 23278, 23353, 23431, 23461, 27773, 27811, 27887, 27927, 27935, 29207, 31295, 31315, 31335, 31350, 31390, 31410, 31429, 33947, 33987, 34007, 34027, 34040, 35594, 35723, 36154]"
14,LCOE,Sequential,FLORIS yaw,,-115.33945476370572,"[25, 937, 957, 977, 2639, 2659, 2675, 2715, 2732, 5049, 5069, 5164, 8498, 8534, 8554, 8594, 8614, 8634, 8650, 8670, 12679, 12719, 12774, 12809, 12849, 12889, 12909, 17997, 18017, 18046, 18066, 18086, 18126, 18161, 18181, 18201, 18221, 18241, 18261, 21622, 23238, 23258, 23278, 23353, 23431, 23461, 27773, 27811, 27887, 27927, 27935, 29207, 31295, 31315, 31335, 31350, 31390, 31410, 31429, 33947, 33987, 34007, 34027, 34040, 35594, 35723, 36154]"
14,LCOE,Sequential,Original objective,2862.295164509644,-115.37804797386381,"[25, 937, 957, 977, 2639, 2659, 2675, 2715, 2732, 5049, 5069, 5164, 8498, 8534, 8554, 8594, 8614, 8634, 8650, 8670, 12679, 12719, 12774, 12809, 12849, 12889, 12909, 17997, 18017, 18046, 18066, 18086, 18126, 18161, 18181, 18201, 18221, 18241, 18261, 21622, 23238, 23258, 23278, 23353, 23431, 23461, 27773, 27811, 27887, 27927, 27935, 29207, 31295, 31315, 31335, 31350, 31390, 31410, 31429, 33947, 33987, 34007, 34027, 34040, 35594, 35723, 36154]"
14,LCOE,Joint,Robust objective,,-65.60384093754782,"[21, 937, 957, 977, 2038, 2659, 2675, 2695, 2732, 5049, 5069, 5109, 5149, 5164, 8498, 8518, 8554, 8594, 8634, 8650, 8670, 12679, 12699, 12719, 12734, 12789, 12829, 12889, 12909, 17997, 18017, 18066, 18106, 18141, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23333, 23411, 23431, 23461, 27773, 27793, 27831, 27867, 27907, 27935, 30802, 31295, 31335, 31370, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]"
14,LCOE,Joint,22 wind speeds,5211.334605103428,-63.37072052190703,"[21, 937, 957, 977, 2038, 2659, 2675, 2695, 2732, 5049, 5069, 5109, 5149, 5164, 8498, 8518, 8554, 8594, 8634, 8650, 8670, 12679, 12699, 12719, 12734, 12789, 12829, 12889, 12909, 17997, 18017, 18066, 18106, 18141, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23333, 23411, 23431, 23461, 27773, 27793, 27831, 27867, 27907, 27935, 30802, 31295, 31335, 31370, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]"
14,LCOE,Joint,360 wind directions,2866.9201730022655,-115.19191636937539,"[21, 937, 957, 977, 2038, 2659, 2675, 2695, 2732, 5049, 5069, 5109, 5149, 5164, 8498, 8518, 8554, 8594, 8634, 8650, 8670, 12679, 12699, 12719, 12734, 12789, 12829, 12889, 12909, 17997, 18017, 18066, 18106, 18141, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23333, 23411, 23431, 23461, 27773, 27793, 27831, 27867, 27907, 27935, 30802, 31295, 31335, 31370, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]"
14,LCOE,Joint,FLORIS yaw,,-114.8710993567683,"[21, 937, 957, 977, 2038, 2659, 2675, 2695, 2732, 5049, 5069, 5109, 5149, 5164, 8498, 8518, 8554, 8594, 8634, 8650, 8670, 12679, 12699, 12719, 12734, 12789, 12829, 12889, 12909, 17997, 18017, 18066, 18106, 18141, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23333, 23411, 23431, 23461, 27773, 27793, 27831, 27867, 27907, 27935, 30802, 31295, 31335, 31370, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]"
14,LCOE,Joint,Original objective,2874.3788393060463,-114.89300724391727,"[21, 937, 957, 977, 2038, 2659, 2675, 2695, 2732, 5049, 5069, 5109, 5149, 5164, 8498, 8518, 8554, 8594, 8634, 8650, 8670, 12679, 12699, 12719, 12734, 12789, 12829, 12889, 12909, 17997, 18017, 18066, 18106, 18141, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23333, 23411, 23431, 23461, 27773, 27793, 27831, 27867, 27907, 27935, 30802, 31295, 31335, 31370, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]"
13,AEP,Sequential,Robust objective,5025.567475458627,,"[109, 937, 957, 977, 2639, 2659, 2715, 2732, 5069, 5089, 5129, 5149, 5164, 5647, 8498, 8518, 8554, 8574, 8614, 8650, 8670, 12679, 12719, 12754, 12774, 12789, 12809, 12829, 12849, 12869, 12889, 12909, 18017, 18046, 18161, 18201, 18221, 18241, 18261, 20515, 23238, 23258, 23298, 23353, 23373, 23411, 23461, 27773, 27793, 27831, 27851, 27907, 27935, 31295, 31315, 31335, 31370, 31410, 31893, 33947, 33967, 33987, 34027, 34040, 35574, 35594, 36154]"
13,AEP,Sequential,22 wind speeds,5202.840509492895,-63.47417880744152,"[109, 937, 957, 977, 2639, 2659, 2715, 2732, 5069, 5089, 5129, 5149, 5164, 5647, 8498, 8518, 8554, 8574, 8614, 8650, 8670, 12679, 12719, 12754, 12774, 12789, 12809, 12829, 12849, 12869, 12889, 12909, 18017, 18046, 18161, 18201, 18221, 18241, 18261, 20515, 23238, 23258, 23298, 23353, 23373, 23411, 23461, 27773, 27793, 27831, 27851, 27907, 27935, 31295, 31315, 31335, 31370, 31410, 31893, 33947, 33967, 33987, 34027, 34040, 35574, 35594, 36154]"
13,AEP,Sequential,360 wind directions,2853.995112358905,-115.71359298271358,"[109, 937, 957, 977, 2639, 2659, 2715, 2732, 5069, 5089, 5129, 5149, 5164, 5647, 8498, 8518, 8554, 8574, 8614, 8650, 8670, 12679, 12719, 12754, 12774, 12789, 12809, 12829, 12849, 12869, 12889, 12909, 18017, 18046, 18161, 18201, 18221, 18241, 18261, 20515, 23238, 23258, 23298, 23353, 23373, 23411, 23461, 27773, 27793, 27831, 27851, 27907, 27935, 31295, 31315, 31335, 31370, 31410, 31893, 33947, 33967, 33987, 34027, 34040, 35574, 35594, 36154]"
13,AEP,Sequential,FLORIS yaw,2862.913729366709,,"[109, 937, 957, 977, 2639, 2659, 2715, 2732, 5069, 5089, 5129, 5149, 5164, 5647, 8498, 8518, 8554, 8574, 8614, 8650, 8670, 12679, 12719, 12754, 12774, 12789, 12809, 12829, 12849, 12869, 12889, 12909, 18017, 18046, 18161, 18201, 18221, 18241, 18261, 20515, 23238, 23258, 23298, 23353, 23373, 23411, 23461, 27773, 27793, 27831, 27851, 27907, 27935, 31295, 31315, 31335, 31370, 31410, 31893, 33947, 33967, 33987, 34027, 34040, 35574, 35594, 36154]"
13,AEP,Sequential,Original objective,2862.2134491471925,-115.38134198361419,"[109, 937, 957, 977, 2639, 2659, 2715, 2732, 5069, 5089, 5129, 5149, 5164, 5647, 8498, 8518, 8554, 8574, 8614, 8650, 8670, 12679, 12719, 12754, 12774, 12789, 12809, 12829, 12849, 12869, 12889, 12909, 18017, 18046, 18161, 18201, 18221, 18241, 18261, 20515, 23238, 23258, 23298, 23353, 23373, 23411, 23461, 27773, 27793, 27831, 27851, 27907, 27935, 31295, 31315, 31335, 31370, 31410, 31893, 33947, 33967, 33987, 34027, 34040, 35574, 35594, 36154]"
13,AEP,Joint,Robust objective,5030.494559916408,,"[136, 937, 957, 977, 2639, 2659, 2695, 2715, 2732, 5049, 5089, 5109, 5149, 5164, 8498, 8518, 8534, 8574, 8594, 8614, 8634, 8670, 12679, 12699, 12719, 12734, 12754, 12789, 12829, 12849, 12869, 12889, 12909, 17997, 18017, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23333, 23411, 23461, 27773, 27793, 27831, 27867, 27907, 27927, 27935, 31295, 31335, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35807, 36154]"
13,AEP,Joint,22 wind speeds,5206.5402981946845,-63.4290737979425,"[136, 937, 957, 977, 2639, 2659, 2695, 2715, 2732, 5049, 5089, 5109, 5149, 5164, 8498, 8518, 8534, 8574, 8594, 8614, 8634, 8670, 12679, 12699, 12719, 12734, 12754, 12789, 12829, 12849, 12869, 12889, 12909, 17997, 18017, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23333, 23411, 23461, 27773, 27793, 27831, 27867, 27907, 27927, 27935, 31295, 31335, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35807, 36154]"
13,AEP,Joint,360 wind directions,2859.965793574982,-115.47202052138593,"[136, 937, 957, 977, 2639, 2659, 2695, 2715, 2732, 5049, 5089, 5109, 5149, 5164, 8498, 8518, 8534, 8574, 8594, 8614, 8634, 8670, 12679, 12699, 12719, 12734, 12754, 12789, 12829, 12849, 12869, 12889, 12909, 17997, 18017, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23333, 23411, 23461, 27773, 27793, 27831, 27867, 27907, 27927, 27935, 31295, 31335, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35807, 36154]"
13,AEP,Joint,FLORIS yaw,2870.4886506173216,,"[136, 937, 957, 977, 2639, 2659, 2695, 2715, 2732, 5049, 5089, 5109, 5149, 5164, 8498, 8518, 8534, 8574, 8594, 8614, 8634, 8670, 12679, 12699, 12719, 12734, 12754, 12789, 12829, 12849, 12869, 12889, 12909, 17997, 18017, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23333, 23411, 23461, 27773, 27793, 27831, 27867, 27907, 27927, 27935, 31295, 31335, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35807, 36154]"
13,AEP,Joint,Original objective,2867.7117898007127,-115.16011824504236,"[136, 937, 957, 977, 2639, 2659, 2695, 2715, 2732, 5049, 5089, 5109, 5149, 5164, 8498, 8518, 8534, 8574, 8594, 8614, 8634, 8670, 12679, 12699, 12719, 12734, 12754, 12789, 12829, 12849, 12869, 12889, 12909, 17997, 18017, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23333, 23411, 23461, 27773, 27793, 27831, 27867, 27907, 27927, 27935, 31295, 31335, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35807, 36154]"
13,LCOE,Sequential,Robust objective,,-65.68187425680198,"[28, 937, 957, 977, 2639, 2659, 2695, 2715, 2732, 4317, 5049, 5109, 8498, 8518, 8534, 8574, 8594, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12754, 12789, 12869, 12889, 12909, 17997, 18017, 18066, 18106, 18126, 18141, 18161, 18181, 18221, 18241, 18261, 23238, 23258, 23278, 23333, 23373, 23411, 23461, 27793, 27811, 27851, 27907, 27935, 28155, 31125, 31295, 31315, 31335, 31370, 31410, 33947, 33967, 33987, 34040, 35309, 35574, 35594, 36154]"
13,LCOE,Sequential,22 wind speeds,5205.256150417743,-63.44472188552115,"[28, 937, 957, 977, 2639, 2659, 2695, 2715, 2732, 4317, 5049, 5109, 8498, 8518, 8534, 8574, 8594, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12754, 12789, 12869, 12889, 12909, 17997, 18017, 18066, 18106, 18126, 18141, 18161, 18181, 18221, 18241, 18261, 23238, 23258, 23278, 23333, 23373, 23411, 23461, 27793, 27811, 27851, 27907, 27935, 28155, 31125, 31295, 31315, 31335, 31370, 31410, 33947, 33967, 33987, 34040, 35309, 35574, 35594, 36154]"
13,LCOE,Sequential,360 wind directions,2859.115349369315,-115.50636768782354,"[28, 937, 957, 977, 2639, 2659, 2695, 2715, 2732, 4317, 5049, 5109, 8498, 8518, 8534, 8574, 8594, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12754, 12789, 12869, 12889, 12909, 17997, 18017, 18066, 18106, 18126, 18141, 18161, 18181, 18221, 18241, 18261, 23238, 23258, 23278, 23333, 23373, 23411, 23461, 27793, 27811, 27851, 27907, 27935, 28155, 31125, 31295, 31315, 31335, 31370, 31410, 33947, 33967, 33987, 34040, 35309, 35574, 35594, 36154]"
13,LCOE,Sequential,FLORIS yaw,,-115.226266333021,"[28, 937, 957, 977, 2639, 2659, 2695, 2715, 2732, 4317, 5049, 5109, 8498, 8518, 8534, 8574, 8594, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12754, 12789, 12869, 12889, 12909, 17997, 18017, 18066, 18106, 18126, 18141, 18161, 18181, 18221, 18241, 18261, 23238, 23258, 23278, 23333, 23373, 23411, 23461, 27793, 27811, 27851, 27907, 27935, 28155, 31125, 31295, 31315, 31335, 31370, 31410, 33947, 33967, 33987, 34040, 35309, 35574, 35594, 36154]"
13,LCOE,Sequential,Original objective,2865.895881737257,-115.23308676725642,"[28, 937, 957, 977, 2639, 2659, 2695, 2715, 2732, 4317, 5049, 5109, 8498, 8518, 8534, 8574, 8594, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12754, 12789, 12869, 12889, 12909, 17997, 18017, 18066, 18106, 18126, 18141, 18161, 18181, 18221, 18241, 18261, 23238, 23258, 23278, 23333, 23373, 23411, 23461, 27793, 27811, 27851, 27907, 27935, 28155, 31125, 31295, 31315, 31335, 31370, 31410, 33947, 33967, 33987, 34040, 35309, 35574, 35594, 36154]"
13,LCOE,Joint,Robust objective,,-65.63423604511647,"[30, 937, 957, 977, 2639, 2659, 2675, 2695, 2732, 4328, 5049, 5069, 5089, 5109, 5149, 8518, 8554, 8594, 8634, 8670, 12679, 12699, 12719, 12734, 12809, 12849, 12869, 12889, 12909, 17997, 18017, 18066, 18106, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23333, 23393, 23431, 23461, 27773, 27831, 27927, 27935, 31295, 31315, 31335, 31370, 31390, 31410, 31890, 33947, 33967, 33987, 34007, 34040, 35574, 35594, 36154]"
13,LCOE,Joint,22 wind speeds,5208.866681518725,-63.4007451136883,"[30, 937, 957, 977, 2639, 2659, 2675, 2695, 2732, 4328, 5049, 5069, 5089, 5109, 5149, 8518, 8554, 8594, 8634, 8670, 12679, 12699, 12719, 12734, 12809, 12849, 12869, 12889, 12909, 17997, 18017, 18066, 18106, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23333, 23393, 23431, 23461, 27773, 27831, 27927, 27935, 31295, 31315, 31335, 31370, 31390, 31410, 31890, 33947, 33967, 33987, 34007, 34040, 35574, 35594, 36154]"
13,LCOE,Joint,360 wind directions,2863.1640562448956,-115.34303390189851,"[30, 937, 957, 977, 2639, 2659, 2675, 2695, 2732, 4328, 5049, 5069, 5089, 5109, 5149, 8518, 8554, 8594, 8634, 8670, 12679, 12699, 12719, 12734, 12809, 12849, 12869, 12889, 12909, 17997, 18017, 18066, 18106, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23333, 23393, 23431, 23461, 27773, 27831, 27927, 27935, 31295, 31315, 31335, 31370, 31390, 31410, 31890, 33947, 33967, 33987, 34007, 34040, 35574, 35594, 36154]"
13,LCOE,Joint,FLORIS yaw,,-114.95968090603294,"[30, 937, 957, 977, 2639, 2659, 2675, 2695, 2732, 4328, 5049, 5069, 5089, 5109, 5149, 8518, 8554, 8594, 8634, 8670, 12679, 12699, 12719, 12734, 12809, 12849, 12869, 12889, 12909, 17997, 18017, 18066, 18106, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23333, 23393, 23431, 23461, 27773, 27831, 27927, 27935, 31295, 31315, 31335, 31370, 31390, 31410, 31890, 33947, 33967, 33987, 34007, 34040, 35574, 35594, 36154]"
13,LCOE,Joint,Original objective,2871.664395478196,-115.00160998136373,"[30, 937, 957, 977, 2639, 2659, 2675, 2695, 2732, 4328, 5049, 5069, 5089, 5109, 5149, 8518, 8554, 8594, 8634, 8670, 12679, 12699, 12719, 12734, 12809, 12849, 12869, 12889, 12909, 17997, 18017, 18066, 18106, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23333, 23393, 23431, 23461, 27773, 27831, 27927, 27935, 31295, 31315, 31335, 31370, 31390, 31410, 31890, 33947, 33967, 33987, 34007, 34040, 35574, 35594, 36154]"
12,AEP,Sequential,Robust objective,5023.936683328069,,"[100, 937, 957, 977, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5109, 5129, 5164, 7392, 8113, 8534, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12754, 12789, 12849, 12869, 12889, 12909, 17997, 18086, 18126, 18141, 18181, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23333, 23353, 23411, 23431, 23461, 27793, 27831, 27887, 27907, 27935, 28923, 31203, 31295, 31335, 31410, 32185, 32998, 33947, 33987, 34007, 34027, 34040, 35574, 35594, 36154]"
