num_run,Objective,Optimization type,Power density,AEP,Layout,Iterations
81,AEP,Sequential,14,718.3130257484133,"[20, 40, 70, 810, 1690, 2049, 2470, 3260, 3320, 4100, 4947, 5938, 6480, 6490, 6540, 6560]",128
81,AEP,Joint,14,721.6911473285754,"[10, 60, 598, 890, 1620, 1680, 2480, 2510, 3260, 4060, 4940, 5670, 5700, 5750, 6480, 6540]",97
80,AEP,Sequential,14,726.3328839971496,"[0, 30, 60, 80, 880, 3280, 4047, 4050, 4910, 5301, 5345, 5670, 6480, 6510, 6530, 6560]",67
80,AEP,Joint,14,721.7485311164289,"[810, 830, 850, 880, 1700, 2450, 3300, 4050, 4100, 5096, 5710, 6480, 6490, 6510, 6540, 6560]",114
79,AEP,Sequential,14,727.1908199113299,"[0, 30, 40, 80, 880, 983, 1620, 2180, 2490, 3240, 4050, 4940, 6480, 6510, 6540, 6560]",155
79,AEP,Joint,14,723.4552327634625,"[0, 80, 860, 1650, 1690, 2440, 2555, 4080, 4130, 4860, 4940, 6480, 6490, 6510, 6550, 6560]",103
78,AEP,Sequential,14,719.8937155207493,"[0, 10, 70, 80, 222, 850, 1630, 2440, 3835, 4870, 5700, 5740, 6480, 6500, 6540, 6560]",92
78,AEP,Joint,14,721.8759972971387,"[0, 80, 1670, 1690, 1700, 2038, 2430, 2460, 3260, 4050, 4920, 4940, 6075, 6510, 6520, 6560]",84
77,AEP,Sequential,14,724.5769027033466,"[30, 50, 70, 80, 2430, 2450, 2480, 3320, 3953, 4080, 4860, 5740, 6480, 6490, 6520, 6540]",95
77,AEP,Joint,14,719.3346138845161,"[10, 60, 890, 1620, 2440, 3270, 3310, 3320, 4060, 4860, 4900, 4920, 6490, 6520, 6540, 6560]",54
76,AEP,Sequential,14,717.4760975260613,"[30, 810, 830, 870, 890, 2440, 3240, 3526, 3634, 4890, 4940, 5730, 5756, 6482, 6510, 6550]",191
76,AEP,Joint,14,722.0560313667085,"[810, 840, 870, 880, 890, 1620, 2430, 3280, 4050, 4130, 5680, 5710, 5740, 6480, 6490, 6560]",78
75,AEP,Sequential,14,718.4561809652687,"[10, 50, 80, 860, 1690, 2430, 3260, 3320, 4070, 4920, 5670, 6177, 6480, 6530, 6540, 6560]",121
75,AEP,Joint,14,724.5952248632948,"[20, 50, 60, 70, 2111, 2470, 2490, 2510, 4060, 4110, 4860, 4910, 6480, 6500, 6520, 6560]",110
74,AEP,Sequential,14,719.1427984128674,"[0, 20, 80, 850, 870, 880, 1620, 3240, 3250, 3260, 3290, 3320, 4940, 5700, 5750, 6480]",66
74,AEP,Joint,14,718.5775963352925,"[0, 30, 80, 890, 1640, 1700, 2490, 2510, 4110, 4870, 4890, 5680, 6490, 6510, 6530, 6550]",67
73,AEP,Sequential,14,719.8321080286792,"[30, 50, 60, 80, 890, 1640, 2430, 3250, 3310, 4090, 5690, 5750, 6480, 6500, 6530, 6540]",75
73,AEP,Joint,14,719.798121399764,"[60, 70, 80, 850, 1630, 1640, 1700, 2430, 4050, 4090, 4120, 5690, 5750, 6480, 6510, 6540]",54
72,AEP,Sequential,14,721.9777623565309,"[0, 536, 840, 890, 1630, 1670, 2430, 3270, 4120, 4940, 4992, 6480, 6510, 6520, 6540, 6560]",72
72,AEP,Joint,14,718.8573608505402,"[60, 80, 810, 850, 890, 1620, 3197, 3300, 4060, 4130, 5710, 5730, 6480, 6490, 6500, 6557]",91
71,AEP,Sequential,14,719.0862527434267,"[0, 80, 840, 850, 880, 1640, 1680, 2430, 2510, 3270, 4120, 4870, 5740, 6490, 6530, 6560]",52
71,AEP,Joint,14,719.0862527434267,"[0, 80, 840, 850, 880, 1640, 1680, 2430, 2510, 3270, 4120, 4870, 5740, 6490, 6530, 6560]",52
70,AEP,Sequential,14,722.128097780855,"[10, 30, 50, 80, 1640, 2480, 3240, 3270, 4050, 4120, 4940, 5670, 6500, 6510, 6540, 6560]",71
70,AEP,Joint,14,716.8569442891553,"[0, 20, 30, 50, 80, 1365, 2440, 2480, 3270, 4110, 4322, 4880, 5750, 6500, 6510, 6530]",57
69,AEP,Sequential,14,720.9312096700311,"[10, 40, 70, 870, 1620, 1670, 3250, 3351, 4070, 4860, 4920, 4940, 6480, 6490, 6520, 6560]",54
69,AEP,Joint,14,721.4205124758723,"[644, 820, 840, 860, 1620, 2430, 2450, 2490, 2510, 4120, 4860, 4900, 5670, 6480, 6510, 6560]",60
68,AEP,Sequential,14,713.2250229813209,"[0, 10, 70, 80, 840, 860, 870, 3240, 3320, 4090, 4120, 4870, 5670, 6480, 6540, 6550]",126
68,AEP,Joint,14,717.5201569052391,"[10, 30, 40, 50, 80, 880, 1630, 1640, 1670, 3240, 4130, 4870, 4890, 5750, 6500, 6540]",69
67,AEP,Sequential,14,717.1463622992753,"[0, 10, 40, 50, 70, 80, 1660, 2414, 2627, 3320, 4060, 4940, 5670, 5750, 6480, 6510]",101
67,AEP,Joint,14,720.0212238481834,"[0, 19, 70, 810, 1030, 1700, 2390, 2430, 2450, 3240, 4130, 4666, 4870, 5700, 5750, 6500]",148
66,AEP,Sequential,14,731.1403294238428,"[0, 10, 40, 70, 1670, 1700, 2430, 3320, 4050, 4090, 4940, 6480, 6490, 6500, 6540, 6560]",96
66,AEP,Joint,14,719.2410222199666,"[10, 30, 80, 820, 890, 1670, 3146, 3240, 4080, 5680, 5740, 5969, 6480, 6510, 6520, 6560]",93
65,AEP,Sequential,14,722.5926501258009,"[0, 20, 40, 50, 80, 810, 1937, 3290, 4049, 4060, 4090, 5680, 6490, 6510, 6520, 6550]",75
65,AEP,Joint,14,721.677796956915,"[0, 80, 741, 870, 890, 2440, 2480, 2510, 3270, 4060, 4870, 4920, 5670, 6510, 6540, 6560]",126
64,AEP,Sequential,14,721.0057576256916,"[60, 508, 810, 890, 1670, 2440, 2500, 3280, 4100, 4870, 4940, 5670, 6490, 6530, 6540, 6560]",98
64,AEP,Joint,14,719.822336423901,"[20, 80, 820, 870, 2151, 2450, 2510, 3300, 3911, 4050, 4090, 4940, 5936, 6480, 6520, 6540]",78
63,AEP,Sequential,14,722.899099890551,"[0, 30, 60, 70, 80, 1630, 2490, 3679, 4120, 4392, 5690, 5740, 6480, 6490, 6530, 6550]",86
63,AEP,Joint,14,722.5926484874544,"[80, 810, 950, 992, 1700, 2430, 2510, 3240, 3270, 3290, 4130, 4890, 5936, 6480, 6530, 6560]",131
62,AEP,Sequential,14,722.2859154171334,"[40, 80, 810, 880, 1660, 1680, 2292, 3240, 4110, 4940, 5700, 5730, 6480, 6500, 6520, 6550]",57
62,AEP,Joint,14,716.7514089789512,"[20, 50, 70, 80, 850, 1660, 2440, 2510, 3290, 4309, 4920, 5670, 5690, 5700, 5750, 6550]",53
61,AEP,Sequential,14,723.6631110219862,"[40, 810, 890, 1650, 2430, 2460, 2510, 3320, 4050, 4080, 4694, 6480, 6500, 6520, 6540, 6550]",124
61,AEP,Joint,14,725.2049926602289,"[0, 20, 50, 80, 810, 850, 1694, 2500, 3412, 5730, 5750, 6480, 6500, 6510, 6530, 6560]",202
60,AEP,Sequential,14,725.6723951991542,"[50, 70, 80, 105, 338, 810, 1680, 2430, 3240, 3320, 4860, 5309, 6480, 6490, 6510, 6560]",159
60,AEP,Joint,14,725.2177285499793,"[0, 20, 30, 60, 1226, 1279, 1620, 3240, 3320, 4880, 4920, 4940, 5670, 6480, 6520, 6560]",84
59,AEP,Sequential,14,720.0509841940072,"[0, 10, 60, 80, 840, 1640, 1697, 3250, 3290, 3310, 4050, 5710, 5750, 6158, 6185, 6540]",155
59,AEP,Joint,14,720.9839062670927,"[20, 50, 70, 440, 1620, 1640, 1670, 3270, 3316, 4860, 4900, 6480, 6490, 6510, 6530, 6550]",74
58,AEP,Sequential,14,721.6890687745545,"[0, 20, 60, 70, 80, 1660, 1690, 3240, 3260, 3320, 4050, 4110, 4940, 5700, 6540, 6560]",52
58,AEP,Joint,14,724.4992540885867,"[20, 40, 60, 80, 810, 1650, 3320, 4050, 4110, 4164, 4940, 5670, 5700, 5740, 6480, 6530]",57
57,AEP,Sequential,14,721.4726837343418,"[0, 30, 70, 80, 870, 1620, 1650, 2440, 3240, 3320, 4100, 4803, 5690, 5750, 6480, 6540]",123
57,AEP,Joint,14,725.4005377297128,"[0, 60, 810, 830, 890, 1620, 2500, 3240, 3313, 4089, 4890, 4940, 5670, 6480, 6530, 6560]",114
56,AEP,Sequential,14,726.0404301412398,"[10, 50, 60, 80, 820, 1650, 1700, 2406, 3250, 3320, 4050, 4687, 5720, 6500, 6520, 6560]",57
56,AEP,Joint,14,716.3013395903928,"[20, 40, 60, 890, 1081, 1620, 2562, 3250, 3320, 4890, 5676, 5720, 6510, 6530, 6550, 6560]",110
55,AEP,Sequential,14,717.4016726992362,"[40, 70, 80, 820, 840, 850, 1620, 1937, 3240, 4015, 4130, 4880, 5670, 5720, 5740, 6480]",87
55,AEP,Joint,14,718.8850778026845,"[40, 80, 810, 880, 1680, 1700, 2450, 2470, 2500, 4060, 4860, 5750, 6480, 6490, 6520, 6560]",53
54,AEP,Sequential,14,725.3691645719633,"[0, 40, 70, 890, 1630, 2460, 2490, 3250, 3320, 4050, 4940, 5700, 6480, 6490, 6530, 6560]",141
54,AEP,Joint,14,719.7156275369272,"[30, 40, 50, 80, 1620, 1690, 2480, 3310, 4870, 4900, 4940, 5720, 6480, 6510, 6540, 6560]",116
53,AEP,Sequential,14,725.6076167645691,"[0, 40, 80, 880, 1620, 1680, 2480, 2832, 3250, 4910, 4940, 5670, 5730, 6480, 6510, 6560]",117
53,AEP,Joint,14,719.4134746696118,"[0, 30, 60, 1700, 2056, 2490, 3240, 3260, 3320, 4120, 4860, 4920, 6391, 6480, 6530, 6540]",80
52,AEP,Sequential,14,719.8396472473861,"[10, 60, 80, 860, 1630, 1690, 2430, 3240, 3260, 3320, 4860, 4940, 5750, 6490, 6520, 6530]",52
52,AEP,Joint,14,719.8396472473861,"[10, 60, 80, 860, 1630, 1690, 2430, 3240, 3260, 3320, 4860, 4940, 5750, 6490, 6520, 6530]",52
51,AEP,Sequential,14,711.180546920637,"[30, 80, 810, 830, 850, 860, 1700, 2430, 3250, 3310, 4120, 5750, 6490, 6500, 6530, 6560]",79
51,AEP,Joint,14,716.2844545489197,"[0, 70, 840, 1640, 1690, 1700, 2440, 2470, 3320, 4070, 4130, 4920, 5670, 5750, 6092, 6362]",108
50,AEP,Sequential,14,720.3143349786073,"[30, 80, 830, 880, 1620, 1680, 2480, 3280, 3300, 4229, 4860, 4890, 5750, 6480, 6510, 6550]",72
50,AEP,Joint,14,719.8231137014859,"[0, 20, 50, 870, 1620, 1650, 2430, 2480, 2500, 3240, 4050, 4860, 4910, 4940, 6480, 6510]",118
49,AEP,Sequential,14,726.99444488939,"[0, 20, 60, 80, 1630, 1650, 1670, 3320, 4080, 4130, 4870, 5103, 5669, 6480, 6520, 6560]",129
49,AEP,Joint,14,721.2300982788851,"[10, 50, 80, 810, 1650, 1690, 2470, 2510, 3240, 4090, 4130, 4459, 5730, 5842, 6480, 6550]",72
48,AEP,Sequential,14,721.90281997028,"[10, 50, 70, 80, 810, 2328, 2440, 2667, 4070, 4100, 5670, 5740, 6510, 6530, 6540, 6560]",91
48,AEP,Joint,14,721.6396250966446,"[20, 80, 661, 870, 1630, 1660, 2509, 3240, 3320, 6480, 6490, 6510, 6520, 6530, 6550, 6560]",92
47,AEP,Sequential,14,716.7391642778255,"[10, 20, 50, 890, 1620, 1660, 1690, 3240, 3320, 4070, 4860, 4930, 6217, 6480, 6550, 6560]",63
47,AEP,Joint,14,718.6724378907413,"[810, 830, 850, 860, 890, 1620, 1777, 2916, 3300, 4860, 4890, 4920, 4930, 5670, 6540, 6560]",110
46,AEP,Sequential,14,725.6238452259331,"[30, 60, 80, 880, 1620, 2312, 2460, 2670, 3240, 4130, 4561, 4860, 5750, 6480, 6520, 6550]",86
46,AEP,Joint,14,724.7696466081461,"[0, 70, 191, 1620, 1650, 1700, 3240, 4050, 4070, 4100, 4120, 5670, 5700, 6490, 6530, 6560]",93
45,AEP,Sequential,14,715.3918854032817,"[0, 20, 30, 80, 860, 1620, 1640, 2632, 3240, 3310, 4050, 4930, 5029, 6480, 6490, 6550]",108
45,AEP,Joint,14,720.3596029375781,"[0, 20, 30, 50, 60, 80, 2460, 2510, 3240, 3290, 4080, 4860, 5740, 6520, 6540, 6550]",69
44,AEP,Sequential,14,718.5912936118519,"[0, 10, 20, 50, 60, 80, 890, 1660, 2440, 3983, 4707, 4940, 5670, 5700, 6480, 6550]",87
44,AEP,Joint,14,715.2286362326627,"[10, 810, 840, 860, 880, 1700, 2430, 3240, 3290, 3476, 4090, 4130, 5508, 5730, 6480, 6530]",89
43,AEP,Sequential,14,722.1040688251074,"[0, 50, 70, 1620, 1640, 1660, 2510, 3853, 4860, 4870, 4940, 5750, 6378, 6480, 6530, 6560]",80
43,AEP,Joint,14,718.4736260417528,"[10, 30, 50, 70, 890, 2283, 2480, 3280, 3320, 4130, 4920, 5670, 5690, 6530, 6550, 6560]",59
42,AEP,Sequential,14,721.549929231021,"[0, 20, 70, 80, 830, 1690, 2460, 2500, 3260, 4060, 4120, 5750, 6480, 6510, 6520, 6550]",99
42,AEP,Joint,14,719.222434264536,"[0, 50, 60, 80, 422, 1640, 2460, 3240, 3260, 3480, 4060, 4940, 5670, 5700, 6500, 6560]",122
41,AEP,Sequential,14,725.0729106306442,"[0, 40, 60, 70, 80, 1650, 2430, 2500, 3260, 3290, 3310, 4860, 4890, 4940, 6480, 6550]",101
41,AEP,Joint,14,721.0745247203579,"[0, 10, 50, 70, 1640, 1690, 2490, 3260, 3320, 4070, 4860, 4880, 6480, 6500, 6550, 6560]",52
40,AEP,Sequential,14,721.4928040948505,"[0, 10, 50, 80, 1616, 2440, 2450, 2500, 3290, 4130, 5730, 6480, 6490, 6510, 6520, 6550]",81
40,AEP,Joint,14,722.8068553219663,"[30, 70, 1640, 1700, 2480, 3240, 3280, 4070, 4860, 4910, 5748, 6480, 6490, 6510, 6540, 6560]",76
39,AEP,Sequential,14,719.7032009502631,"[80, 112, 880, 1084, 1620, 2470, 2490, 3981, 4080, 4130, 4910, 4940, 6480, 6500, 6510, 6560]",97
39,AEP,Joint,14,721.789444989805,"[0, 20, 30, 70, 80, 860, 1690, 2430, 2460, 3310, 4130, 4900, 4930, 5670, 6095, 6530]",86
38,AEP,Sequential,14,723.5183558716717,"[0, 20, 50, 80, 1690, 1700, 2135, 2440, 3162, 4050, 4110, 4326, 5670, 6480, 6520, 6560]",172
38,AEP,Joint,14,721.4755538694657,"[0, 20, 40, 70, 80, 880, 1244, 1620, 2490, 4070, 4890, 4920, 4940, 6490, 6520, 6550]",65
37,AEP,Sequential,14,719.8955215812613,"[0, 20, 50, 70, 860, 1478, 1690, 2323, 3240, 3613, 4860, 5690, 5710, 6239, 6540, 6560]",101
37,AEP,Joint,14,723.5357503045856,"[30, 80, 820, 1499, 1690, 2460, 3320, 3405, 4860, 4930, 4982, 5700, 6480, 6500, 6550, 6560]",118
36,AEP,Sequential,14,728.0531255542592,"[0, 80, 840, 860, 890, 1058, 2440, 2510, 3629, 4130, 4910, 5700, 5750, 6480, 6500, 6550]",115
36,AEP,Joint,14,716.838109758633,"[0, 70, 860, 1660, 2440, 2460, 2490, 2510, 3260, 4110, 4461, 4880, 5655, 6480, 6500, 6550]",60
35,AEP,Sequential,14,725.7364896629116,"[0, 40, 70, 840, 870, 1700, 2440, 2470, 3320, 4050, 4110, 4880, 6480, 6490, 6510, 6560]",73
35,AEP,Joint,14,724.9228502033396,"[0, 20, 50, 80, 820, 1650, 1700, 3240, 3260, 3300, 4130, 4910, 5670, 5690, 6519, 6560]",55
34,AEP,Sequential,14,720.2332919104763,"[0, 20, 50, 70, 80, 439, 1680, 2440, 3280, 4060, 4130, 4860, 5381, 5670, 6480, 6550]",123
34,AEP,Joint,14,723.5623974591086,"[0, 30, 50, 80, 890, 1252, 1680, 2510, 4050, 4100, 4130, 4489, 4930, 5670, 6480, 6530]",103
33,AEP,Sequential,14,714.3960140797527,"[0, 40, 60, 584, 870, 1620, 2470, 3320, 4050, 5186, 5689, 5730, 5750, 6480, 6500, 6540]",65
33,AEP,Joint,14,717.7278380305211,"[10, 80, 860, 880, 1630, 2480, 2510, 3270, 4070, 4870, 4910, 4930, 5670, 5730, 6027, 6480]",54
32,AEP,Sequential,14,722.8018346340626,"[0, 80, 214, 810, 1680, 2440, 3240, 3310, 4120, 4860, 4998, 5680, 6480, 6520, 6540, 6560]",88
32,AEP,Joint,14,722.8302539548117,"[0, 40, 80, 820, 1700, 2430, 2440, 2490, 3240, 4090, 4940, 5680, 5700, 6480, 6540, 6560]",54
31,AEP,Sequential,14,718.2541583066156,"[10, 40, 890, 1700, 1763, 2430, 2440, 3270, 3320, 4130, 4860, 5506, 5670, 6500, 6520, 6560]",68
31,AEP,Joint,14,717.7479718039045,"[20, 40, 890, 1670, 1700, 2430, 2450, 2460, 3320, 4890, 4920, 5690, 5750, 6480, 6510, 6530]",52
30,AEP,Sequential,14,717.6012076909625,"[0, 60, 810, 840, 860, 2450, 2510, 3240, 3260, 4110, 4130, 4880, 6490, 6500, 6530, 6560]",75
30,AEP,Joint,14,719.6076134766995,"[20, 810, 890, 2430, 2460, 2490, 2832, 3310, 4050, 4900, 4940, 5670, 5750, 6480, 6500, 6540]",61
29,AEP,Sequential,14,725.3496054261266,"[0, 50, 80, 850, 890, 1640, 1700, 2460, 4060, 4527, 5135, 5750, 6480, 6500, 6520, 6550]",71
29,AEP,Joint,14,725.3520184034624,"[0, 10, 50, 60, 80, 840, 1690, 2510, 4498, 4860, 4940, 6480, 6500, 6520, 6530, 6550]",80
28,AEP,Sequential,14,717.0947507812837,"[80, 650, 830, 860, 890, 2510, 3320, 3552, 4110, 4870, 4900, 4940, 5750, 6480, 6510, 6560]",64
28,AEP,Joint,14,719.183915824943,"[30, 40, 60, 80, 1630, 1650, 1700, 2430, 4110, 4870, 4890, 4940, 5670, 5730, 5750, 6530]",72
27,AEP,Sequential,14,719.9149328608919,"[0, 20, 80, 850, 860, 1859, 2440, 3240, 3310, 3585, 4100, 4936, 5670, 6480, 6510, 6550]",100
27,AEP,Joint,14,719.026603962028,"[10, 30, 50, 80, 820, 890, 1630, 1670, 2510, 3260, 4050, 4880, 4940, 6441, 6490, 6510]",63
26,AEP,Sequential,14,721.0803048635904,"[10, 531, 880, 890, 1640, 2510, 3250, 3300, 4050, 4080, 4100, 6383, 6480, 6490, 6520, 6560]",118
26,AEP,Joint,14,721.64137023849,"[0, 40, 50, 80, 1062, 1670, 2470, 2510, 3240, 4130, 4719, 5670, 5720, 5730, 5750, 6490]",108
25,AEP,Sequential,14,718.4057409325623,"[0, 30, 50, 890, 980, 1620, 1700, 3240, 3300, 4050, 4100, 4900, 5680, 5750, 6490, 6520]",80
25,AEP,Joint,14,721.7076121410857,"[0, 80, 304, 810, 1620, 1650, 1680, 1700, 2510, 3240, 4120, 4870, 4900, 4940, 6490, 6560]",74
24,AEP,Sequential,14,721.2358773708818,"[20, 40, 60, 80, 810, 890, 1640, 2510, 3240, 4050, 4930, 5403, 5670, 6480, 6500, 6510]",58
24,AEP,Joint,14,722.9199283445201,"[0, 10, 40, 80, 1640, 2440, 2490, 2510, 4130, 4301, 4900, 5720, 5750, 6480, 6490, 6550]",127
23,AEP,Sequential,14,719.8201617315657,"[10, 30, 50, 80, 870, 1700, 2440, 2989, 3270, 4050, 4860, 4910, 4940, 6500, 6530, 6560]",125
23,AEP,Joint,14,722.9587230479402,"[0, 80, 189, 637, 1650, 2244, 3240, 3430, 4130, 4900, 4930, 6395, 6490, 6510, 6520, 6530]",202
22,AEP,Sequential,14,718.2170503910734,"[0, 50, 70, 820, 1678, 2500, 3240, 3632, 4910, 5768, 6480, 6500, 6520, 6540, 6550, 6560]",90
22,AEP,Joint,14,721.1322942538761,"[10, 30, 50, 60, 80, 1690, 1732, 2440, 4100, 4120, 4860, 4930, 5720, 6500, 6520, 6560]",76
21,AEP,Sequential,14,715.7296038127802,"[10, 60, 80, 533, 840, 1630, 2510, 3300, 4900, 4940, 5609, 5670, 5720, 5750, 6480, 6530]",55
21,AEP,Joint,14,726.5867490531762,"[0, 30, 40, 80, 791, 1670, 1700, 3240, 3260, 4768, 4880, 4910, 6480, 6500, 6540, 6560]",94
20,AEP,Sequential,14,719.5041216926705,"[10, 60, 80, 850, 1490, 2124, 3320, 4060, 4100, 4563, 4860, 5720, 5750, 6490, 6520, 6560]",97
20,AEP,Joint,14,719.4626783840903,"[60, 830, 890, 1196, 1620, 2430, 2500, 4060, 4080, 4100, 4860, 5102, 6490, 6500, 6520, 6560]",82
19,AEP,Sequential,14,721.8825844620834,"[0, 10, 50, 70, 850, 1130, 1640, 2440, 3320, 4060, 4870, 5750, 6480, 6490, 6510, 6530]",103
19,AEP,Joint,14,724.1118645067971,"[20, 60, 80, 810, 1166, 1597, 1620, 1700, 3240, 4080, 4120, 5670, 5680, 6480, 6520, 6540]",143
18,AEP,Sequential,14,715.6718272669472,"[80, 820, 840, 870, 890, 1620, 3000, 3290, 4050, 4090, 5690, 5750, 6490, 6540, 6550, 6560]",189
18,AEP,Joint,14,717.3105627927685,"[30, 70, 80, 820, 870, 1872, 2430, 2490, 2510, 4060, 4110, 4130, 4890, 5670, 5750, 6510]",53
17,AEP,Sequential,14,716.7936238385271,"[10, 20, 30, 50, 810, 870, 890, 2430, 3280, 3310, 4860, 4930, 5700, 5720, 5750, 6480]",52
17,AEP,Joint,14,720.8434562567076,"[10, 30, 50, 810, 890, 2430, 2624, 3310, 3320, 3747, 4050, 4860, 4930, 5720, 5750, 6480]",111
16,AEP,Sequential,14,716.3171580038182,"[0, 10, 50, 850, 890, 1242, 1630, 2490, 3260, 3320, 4090, 4860, 5670, 6482, 6520, 6550]",99
16,AEP,Joint,14,722.8653242467468,"[0, 10, 40, 80, 890, 1926, 2430, 3320, 4090, 4870, 4920, 4940, 5670, 5680, 5710, 6560]",87
15,AEP,Sequential,14,719.9886969133096,"[0, 80, 810, 850, 870, 1620, 1690, 3250, 3320, 4460, 4900, 4940, 5680, 6510, 6540, 6560]",63
15,AEP,Joint,14,723.897630578756,"[20, 30, 40, 60, 80, 810, 1650, 2510, 3300, 3320, 4060, 6480, 6500, 6510, 6530, 6550]",55
14,AEP,Sequential,14,720.2118783159219,"[0, 30, 50, 80, 1640, 2430, 2661, 3450, 4060, 4080, 4130, 4870, 4910, 5670, 5750, 6520]",56
14,AEP,Joint,14,719.9013674013439,"[30, 70, 870, 1620, 1650, 1670, 3320, 4050, 4110, 4331, 5670, 5690, 5740, 6480, 6540, 6560]",128
13,AEP,Sequential,14,715.0017643749278,"[0, 80, 830, 840, 890, 2430, 2510, 3260, 3305, 4130, 4930, 5690, 5700, 6480, 6490, 6540]",69
13,AEP,Joint,14,719.0135538540342,"[303, 810, 830, 840, 860, 890, 1620, 2510, 3240, 3290, 4060, 4930, 6480, 6490, 6500, 6540]",80
12,AEP,Sequential,14,722.0489425912237,"[0, 10, 40, 80, 870, 1095, 2440, 2470, 3240, 3320, 4130, 4860, 4900, 5670, 6480, 6560]",93
12,AEP,Joint,14,722.9696763288474,"[40, 80, 801, 1592, 2510, 3270, 3290, 4070, 4130, 4870, 4910, 5750, 6480, 6500, 6530, 6560]",126
11,AEP,Sequential,14,720.3311831333274,"[0, 20, 30, 60, 70, 80, 1523, 2453, 2500, 4120, 4900, 5680, 5690, 6480, 6540, 6560]",66
11,AEP,Joint,14,719.9489707589232,"[20, 50, 60, 70, 80, 810, 1660, 2450, 2500, 4070, 4910, 5282, 5730, 6480, 6527, 6550]",62
10,AEP,Sequential,14,729.3826120664734,"[20, 40, 60, 80, 810, 2430, 3270, 3310, 4050, 4373, 4860, 4930, 4964, 6440, 6480, 6560]",161
10,AEP,Joint,14,715.3330666466748,"[20, 40, 1620, 1700, 1767, 2470, 3260, 4050, 4860, 4920, 4930, 5670, 5710, 6500, 6540, 6560]",60
9,AEP,Sequential,14,716.4232536431516,"[20, 40, 50, 80, 810, 1670, 1690, 2430, 2440, 4070, 5730, 6173, 6480, 6510, 6530, 6550]",71
9,AEP,Joint,14,720.1345641139004,"[0, 10, 50, 60, 1650, 2430, 2480, 2510, 3240, 4628, 4930, 6480, 6500, 6520, 6530, 6560]",57
8,AEP,Sequential,14,714.0482854296624,"[30, 80, 810, 820, 860, 880, 2500, 2773, 4050, 4060, 4930, 4965, 5710, 6480, 6550, 6560]",99
8,AEP,Joint,14,718.672574479709,"[0, 10, 70, 80, 1630, 1660, 1690, 3240, 3250, 3280, 4130, 5670, 5700, 5750, 6500, 6550]",55
7,AEP,Sequential,14,724.0765737697454,"[0, 40, 80, 810, 880, 1640, 2480, 2920, 3310, 4050, 5680, 6184, 6363, 6480, 6540, 6550]",80
7,AEP,Joint,14,720.8581782260558,"[0, 20, 80, 870, 1630, 1670, 1700, 2480, 3240, 3260, 3320, 4890, 5710, 5750, 6480, 6560]",72
6,AEP,Sequential,14,715.7907998739885,"[0, 20, 50, 850, 880, 890, 1630, 2490, 3250, 3320, 4050, 4930, 5680, 5740, 6210, 6480]",76
6,AEP,Joint,14,716.3161796548192,"[0, 20, 840, 870, 880, 2440, 2480, 3240, 3280, 4050, 4130, 4880, 4940, 6480, 6490, 6560]",54
5,AEP,Sequential,14,718.6036326164723,"[40, 50, 80, 810, 830, 880, 1654, 2480, 3320, 4120, 4870, 5750, 6480, 6500, 6520, 6530]",67
5,AEP,Joint,14,723.7003553484367,"[0, 10, 30, 80, 630, 1640, 3240, 3280, 3300, 4696, 4860, 5422, 6480, 6500, 6510, 6550]",135
4,AEP,Sequential,14,717.7058331552576,"[80, 820, 840, 850, 880, 890, 1700, 2430, 3398, 4120, 4860, 5260, 6480, 6501, 6520, 6560]",87
4,AEP,Joint,14,719.1919137886232,"[40, 890, 1620, 1640, 2470, 2490, 4050, 4130, 4920, 6015, 6480, 6490, 6520, 6530, 6540, 6560]",99
3,AEP,Sequential,14,717.7414181973933,"[10, 60, 810, 870, 890, 2053, 2510, 3240, 3250, 3310, 4100, 4860, 4930, 6480, 6510, 6560]",74
3,AEP,Joint,14,721.4032568252361,"[0, 30, 50, 60, 70, 810, 1700, 3240, 3250, 3270, 3300, 4090, 4130, 5700, 6480, 6560]",96
2,AEP,Sequential,14,716.3613631969671,"[0, 30, 80, 810, 860, 890, 1660, 2430, 3866, 4050, 4080, 4920, 5740, 5750, 6480, 6510]",4
2,AEP,Joint,14,717.1677583052366,"[20, 50, 80, 880, 1620, 1700, 2450, 2470, 2490, 4100, 4890, 4920, 4940, 5690, 6480, 6560]",4
1,AEP,Sequential,14,714.3990359346868,"[10, 80, 101, 810, 869, 890, 1660, 2430, 2490, 4050, 4890, 4930, 5670, 6510, 6530, 6540]",95
1,AEP,Joint,14,720.1203626613953,"[10, 60, 80, 1660, 1680, 2430, 2450, 2480, 4050, 4090, 4120, 4940, 5623, 5680, 6480, 6540]",53
0,AEP,Sequential,14,716.9335978356132,"[10, 20, 50, 70, 1533, 1670, 2430, 2510, 3320, 4100, 4860, 4940, 5326, 5622, 6480, 6490]",136
0,AEP,Joint,14,716.0013065869516,"[0, 160, 810, 860, 1620, 1640, 1690, 1700, 2430, 2500, 3270, 4050, 4130, 6315, 6480, 6540]",55
99,AEP,Sequential,13,720.1814478719074,"[30, 50, 70, 80, 87, 896, 2430, 2440, 3300, 3320, 3369, 4297, 5245, 5261, 5700, 6490]",91
99,AEP,Joint,13,731.2089939439352,"[50, 810, 890, 1640, 2490, 3250, 3320, 4860, 4890, 4940, 4986, 6480, 6500, 6520, 6540, 6560]",105
