num_run,Objective,Optimization type,Power density,AEP,Layout,Iterations
44,AEP,Joint,18,713.2564995488895,"[10, 30, 70, 479, 720, 750, 780, 2840, 2910, 3560, 3620, 4948, 4970, 4980, 5000, 5040]",109
43,AEP,Sequential,18,716.2952579950413,"[0, 50, 70, 730, 770, 1420, 1490, 2180, 2840, 2870, 2910, 3550, 4260, 4320, 4970, 5000]",117
43,AEP,Joint,18,707.0598166210597,"[30, 50, 70, 760, 2160, 2180, 2840, 2860, 3550, 3600, 4260, 4875, 4970, 4990, 5000, 5040]",64
42,AEP,Sequential,18,703.8121168357824,"[40, 60, 70, 720, 1430, 1460, 1490, 2130, 2200, 2880, 3550, 3570, 3620, 4310, 4970, 5030]",63
42,AEP,Joint,18,709.535091844819,"[20, 70, 710, 740, 1490, 2121, 2160, 2840, 3550, 3620, 3800, 4260, 4970, 4980, 5010, 5040]",122
41,AEP,Sequential,18,709.0729394848557,"[0, 10, 30, 40, 50, 60, 2317, 2840, 2910, 3570, 3610, 4300, 4970, 4980, 4990, 5010]",102
41,AEP,Joint,18,708.5116326745923,"[0, 40, 60, 730, 780, 1420, 1480, 2130, 2170, 2870, 2910, 3570, 3610, 4260, 4970, 5000]",74
40,AEP,Sequential,18,710.4645368910672,"[0, 40, 770, 780, 2130, 2170, 2840, 2910, 3550, 3590, 4260, 4970, 5000, 5010, 5020, 5040]",96
40,AEP,Joint,18,707.4441006279833,"[0, 20, 40, 50, 60, 70, 1440, 1460, 2850, 2870, 2890, 2910, 3550, 4280, 4990, 5030]",60
39,AEP,Sequential,18,700.7710095176717,"[0, 10, 20, 40, 50, 70, 780, 1420, 3580, 4260, 4270, 4635, 4980, 5010, 5020, 5040]",55
39,AEP,Joint,18,710.2486246030011,"[0, 40, 70, 710, 750, 1430, 1490, 2160, 3550, 3620, 4260, 4300, 4330, 4970, 5010, 5040]",117
38,AEP,Sequential,18,708.8928539153542,"[0, 10, 50, 60, 1393, 1420, 1440, 1480, 2840, 3590, 3620, 4260, 4330, 4970, 5000, 5030]",87
38,AEP,Joint,18,711.3772845861624,"[0, 20, 40, 60, 881, 1490, 1980, 2150, 2840, 2867, 3550, 4300, 4330, 4970, 4990, 5022]",97
37,AEP,Sequential,18,709.6766781832512,"[0, 20, 40, 50, 70, 710, 1420, 1460, 2200, 2860, 3503, 3560, 3620, 4330, 4970, 4990]",202
37,AEP,Joint,18,711.1781006092292,"[0, 30, 70, 720, 770, 1470, 2160, 2860, 2880, 2910, 3771, 4260, 4330, 4970, 4989, 5020]",148
36,AEP,Sequential,18,714.2728022177581,"[6, 20, 30, 60, 70, 710, 912, 2276, 2908, 3550, 4075, 4260, 4330, 4970, 5010, 5040]",170
36,AEP,Joint,18,704.9683716958843,"[10, 30, 70, 720, 1420, 1460, 1490, 2200, 2860, 2890, 2910, 3570, 4980, 4990, 5010, 5030]",52
35,AEP,Sequential,18,711.6714117744204,"[0, 20, 40, 50, 70, 710, 1430, 2870, 2910, 3560, 3963, 4270, 4980, 5010, 5030, 5040]",100
35,AEP,Joint,18,710.121281954718,"[0, 70, 710, 730, 770, 780, 1420, 2140, 2200, 2870, 3610, 4970, 4980, 5010, 5020, 5040]",69
34,AEP,Sequential,18,704.8853045352552,"[0, 20, 780, 852, 1480, 2130, 2180, 2840, 3620, 4280, 4320, 4330, 4936, 4970, 4980, 5040]",60
34,AEP,Joint,18,707.1429460823952,"[20, 50, 70, 710, 750, 1490, 2840, 3600, 4260, 4270, 4320, 4970, 5000, 5010, 5020, 5040]",70
33,AEP,Sequential,18,706.5259874563384,"[0, 20, 60, 710, 780, 2130, 2180, 2357, 2890, 2910, 3580, 4260, 4987, 5010, 5020, 5040]",128
33,AEP,Joint,18,706.8683026752246,"[70, 710, 730, 740, 760, 780, 1490, 2150, 2180, 2200, 3600, 3620, 4260, 4980, 5010, 5030]",92
32,AEP,Sequential,18,714.5651145432291,"[70, 710, 740, 1114, 1274, 2130, 2865, 2880, 2910, 3550, 4330, 4970, 4980, 5000, 5019, 5030]",106
32,AEP,Joint,18,714.5753737219131,"[10, 40, 60, 70, 710, 730, 2130, 2900, 3550, 3570, 3736, 4330, 4970, 4980, 5010, 5030]",88
31,AEP,Sequential,18,707.9426060789494,"[70, 105, 710, 780, 1420, 2130, 2190, 2271, 2518, 2890, 3337, 3570, 4330, 4970, 4980, 5020]",129
31,AEP,Joint,18,704.9055599334976,"[0, 40, 50, 70, 511, 1480, 2071, 2130, 2870, 4260, 4270, 4330, 5000, 5010, 5030, 5040]",62
30,AEP,Sequential,18,707.3399231430269,"[10, 50, 70, 710, 740, 770, 2160, 2840, 2860, 3550, 3610, 4310, 4970, 4980, 4990, 5040]",52
30,AEP,Joint,18,712.0653956294228,"[0, 20, 70, 710, 770, 1420, 1460, 2180, 2200, 2840, 2850, 4970, 4980, 5000, 5020, 5030]",76
29,AEP,Sequential,18,715.086558265813,"[0, 70, 710, 750, 760, 780, 2140, 2170, 3478, 3779, 4970, 4990, 5000, 5010, 5030, 5040]",133
29,AEP,Joint,18,713.6281016930058,"[40, 710, 780, 1460, 2130, 2200, 2840, 2870, 3620, 3929, 4260, 4320, 4970, 4990, 5020, 5040]",202
28,AEP,Sequential,18,712.6737190880942,"[0, 50, 70, 710, 750, 780, 1420, 2130, 3400, 3441, 3550, 3560, 4320, 4936, 4970, 5040]",155
28,AEP,Joint,18,710.3225694142653,"[10, 50, 70, 730, 760, 780, 1450, 2840, 2860, 2870, 2890, 2909, 3550, 4970, 5000, 5040]",65
27,AEP,Sequential,18,709.2750778254021,"[0, 60, 70, 710, 750, 1510, 2130, 2180, 2200, 2860, 2910, 4270, 4290, 4330, 4970, 5036]",146
27,AEP,Joint,18,711.6322275505787,"[40, 50, 70, 710, 750, 780, 1420, 1460, 2200, 2840, 2880, 4260, 4330, 4970, 5010, 5040]",111
26,AEP,Sequential,18,710.3869123167037,"[20, 30, 40, 50, 70, 1430, 1490, 2130, 2160, 3610, 4310, 4970, 4980, 4990, 5000, 5040]",69
26,AEP,Joint,18,713.1816947328259,"[0, 20, 30, 50, 60, 70, 710, 1480, 1875, 2200, 2850, 4260, 4301, 4330, 4970, 5000]",74
25,AEP,Sequential,18,711.2770275435614,"[0, 40, 60, 740, 1480, 1490, 2130, 2150, 2840, 2900, 3550, 3600, 4260, 4300, 4970, 5030]",78
25,AEP,Joint,18,709.50054968151,"[0, 30, 60, 740, 780, 904, 1420, 2850, 2873, 3031, 4270, 4330, 4970, 4980, 5000, 5030]",141
24,AEP,Sequential,18,712.1829548185245,"[0, 20, 40, 60, 70, 1490, 2130, 2190, 2840, 2870, 3550, 4260, 4290, 4310, 4972, 5020]",202
24,AEP,Joint,18,713.8214783505211,"[20, 70, 710, 750, 770, 780, 1845, 2840, 2880, 3051, 3550, 3580, 4330, 4970, 5020, 5040]",155
23,AEP,Sequential,18,705.728284265571,"[0, 60, 70, 720, 770, 1490, 1684, 2140, 2244, 3560, 3620, 4310, 4970, 4990, 5010, 5040]",97
23,AEP,Joint,18,708.9242304001897,"[0, 20, 70, 760, 1480, 2130, 2140, 2200, 3550, 3580, 4270, 4970, 5000, 5020, 5030, 5040]",62
22,AEP,Sequential,18,705.8816425301316,"[10, 20, 40, 50, 70, 1430, 1460, 1490, 2190, 2890, 4270, 4281, 4980, 5020, 5030, 5040]",63
22,AEP,Joint,18,712.2706859254497,"[0, 20, 30, 50, 60, 70, 730, 1490, 2087, 2850, 3610, 4970, 4990, 5000, 5010, 5030]",75
21,AEP,Sequential,18,706.0978690955063,"[20, 60, 70, 710, 750, 780, 1420, 1490, 2850, 2910, 3550, 4320, 4330, 4970, 4990, 5030]",52
21,AEP,Joint,18,709.0747139316051,"[10, 39, 70, 770, 1423, 1450, 2150, 2200, 2891, 3401, 3550, 3570, 4320, 4970, 4990, 5010]",104
20,AEP,Sequential,18,707.3702875440079,"[0, 60, 70, 740, 750, 1420, 1490, 2160, 2272, 2839, 3620, 4270, 4970, 4990, 5010, 5020]",132
20,AEP,Joint,18,711.7358301057249,"[10, 60, 70, 710, 750, 862, 1450, 2180, 2200, 2850, 3610, 3788, 4970, 4990, 5020, 5040]",95
19,AEP,Sequential,18,710.2634029330882,"[0, 30, 40, 50, 60, 70, 740, 1430, 1490, 2850, 3257, 3550, 4872, 4894, 4970, 5000]",202
19,AEP,Joint,18,708.7772132166717,"[20, 70, 780, 1420, 1460, 1490, 2140, 2840, 2870, 2900, 3973, 4260, 4970, 4990, 5030, 5040]",75
18,AEP,Sequential,18,708.5419009004918,"[40, 70, 720, 740, 1420, 1470, 1490, 2170, 2840, 3560, 3620, 4232, 4260, 4970, 5030, 5040]",69
18,AEP,Joint,18,708.5533291442741,"[0, 10, 30, 70, 1216, 1470, 2170, 2478, 3560, 3600, 3620, 4260, 4980, 5000, 5010, 5030]",186
17,AEP,Sequential,18,705.8499153110796,"[0, 20, 50, 70, 710, 730, 2140, 2200, 2855, 2910, 3570, 3620, 4990, 5010, 5020, 5040]",104
17,AEP,Joint,18,707.1422018623656,"[40, 70, 710, 750, 1490, 1885, 1906, 2840, 2860, 3550, 3600, 3620, 4260, 4990, 5010, 5030]",69
16,AEP,Sequential,18,706.550914614479,"[10, 30, 60, 710, 770, 1470, 1698, 2130, 2840, 2880, 2910, 4260, 4330, 4671, 4970, 5040]",132
16,AEP,Joint,18,709.2961729589791,"[0, 730, 750, 780, 1420, 1480, 2130, 2200, 2860, 3550, 3570, 3600, 3620, 4970, 5010, 5040]",71
15,AEP,Sequential,18,709.5376535918211,"[0, 40, 70, 710, 730, 780, 1470, 1490, 2150, 2771, 2860, 3550, 3620, 4970, 5000, 5030]",59
15,AEP,Joint,18,709.4979891118022,"[0, 40, 70, 740, 770, 2160, 2170, 2190, 2840, 2910, 3550, 4330, 4970, 4980, 5000, 5030]",52
14,AEP,Sequential,18,710.6737548061109,"[0, 70, 780, 1157, 1460, 1771, 2130, 2150, 2840, 2910, 3947, 4970, 4990, 5000, 5030, 5040]",139
14,AEP,Joint,18,708.8528319657373,"[20, 70, 720, 760, 780, 1450, 2200, 2840, 2870, 3550, 3620, 4260, 4310, 4990, 5020, 5040]",70
13,AEP,Sequential,18,706.2993653965657,"[0, 10, 70, 710, 922, 1420, 1480, 1531, 2160, 2840, 2900, 3570, 4260, 5000, 5020, 5040]",84
13,AEP,Joint,18,713.0068767175275,"[0, 30, 70, 192, 730, 1420, 1480, 2855, 2900, 3560, 4320, 4970, 4990, 5000, 5020, 5040]",154
12,AEP,Sequential,18,709.9501887982824,"[0, 10, 40, 60, 70, 720, 2140, 2170, 2200, 2840, 2910, 3560, 4970, 4990, 5030, 5040]",105
12,AEP,Joint,18,711.923148885767,"[0, 30, 50, 780, 1420, 2130, 2160, 2190, 2840, 2900, 3580, 4970, 4980, 4990, 5030, 5040]",65
11,AEP,Sequential,18,710.0443067773567,"[10, 20, 70, 750, 780, 1420, 1434, 1480, 2200, 3550, 3620, 4300, 4970, 4980, 5020, 5038]",141
11,AEP,Joint,18,705.319294888758,"[0, 20, 30, 60, 70, 1420, 1480, 1490, 2840, 2870, 2880, 2910, 4260, 4310, 4873, 4990]",61
10,AEP,Sequential,18,703.7439670575566,"[10, 20, 70, 119, 710, 780, 1480, 2150, 2190, 2880, 2914, 4260, 4970, 5010, 5020, 5040]",95
10,AEP,Joint,18,707.7813131864007,"[0, 20, 40, 50, 60, 710, 1490, 1789, 2880, 2910, 3271, 4375, 4970, 4990, 5010, 5030]",62
9,AEP,Sequential,18,717.5245993543759,"[0, 10, 30, 40, 50, 137, 1420, 2130, 2870, 3265, 3550, 4300, 4970, 4980, 5020, 5040]",202
9,AEP,Joint,18,705.6578836959047,"[20, 30, 40, 760, 780, 1420, 1816, 2150, 2200, 2840, 3570, 3620, 4300, 4970, 4980, 5040]",67
8,AEP,Sequential,18,708.3415650356624,"[0, 20, 70, 710, 730, 780, 2130, 2140, 2170, 2200, 2870, 3109, 4260, 4330, 4970, 5020]",78
8,AEP,Joint,18,708.4318757748548,"[10, 30, 50, 720, 780, 1460, 2798, 2850, 2910, 3560, 3600, 4290, 4330, 4980, 5020, 5040]",139
7,AEP,Sequential,18,721.4775187077192,"[0, 10, 30, 70, 908, 1420, 2160, 2180, 2200, 3550, 3570, 3600, 3620, 4899, 5000, 5040]",79
7,AEP,Joint,18,712.832619815773,"[0, 20, 40, 60, 70, 750, 1440, 2130, 2200, 3570, 4260, 4980, 4990, 5000, 5020, 5040]",60
6,AEP,Sequential,18,712.8127978207276,"[20, 30, 50, 70, 780, 1420, 1460, 2150, 2840, 2890, 3848, 4970, 4990, 5020, 5030, 5040]",86
6,AEP,Joint,18,709.1732227042903,"[20, 30, 50, 70, 780, 1420, 1460, 2130, 2870, 3570, 3610, 4300, 4970, 4990, 5030, 5040]",52
5,AEP,Sequential,18,721.6825373557051,"[0, 20, 70, 624, 780, 1420, 2840, 2870, 2910, 3550, 4260, 4330, 4970, 5010, 5020, 5040]",202
5,AEP,Joint,18,704.8928609062452,"[0, 20, 70, 710, 1362, 1490, 2850, 2910, 2936, 3560, 3620, 4270, 4290, 4330, 4980, 5020]",83
4,AEP,Sequential,18,703.1640043355238,"[10, 70, 750, 1420, 1440, 1490, 2130, 2180, 2190, 2890, 4260, 4330, 4970, 5000, 5010, 5030]",96
4,AEP,Joint,18,711.5686781436386,"[0, 30, 70, 273, 710, 730, 1470, 2130, 2860, 2890, 3570, 4260, 4539, 4970, 4990, 5010]",125
3,AEP,Sequential,18,710.4549555831221,"[0, 10, 30, 40, 70, 780, 1221, 1420, 1480, 2130, 2609, 4260, 4330, 4970, 5000, 5040]",156
3,AEP,Joint,18,704.6045251693909,"[10, 50, 70, 710, 750, 1440, 1480, 2140, 2170, 2840, 2890, 3610, 4260, 4300, 4990, 5010]",53
2,AEP,Sequential,18,708.8192788960295,"[0, 60, 70, 187, 710, 1490, 2130, 2160, 2626, 2840, 4330, 4715, 4970, 4990, 5010, 5020]",202
2,AEP,Joint,18,707.7140109017257,"[0, 10, 30, 50, 60, 710, 1460, 2160, 2190, 2890, 3282, 3590, 4290, 4970, 4990, 5040]",97
1,AEP,Sequential,18,705.0952383337566,"[30, 70, 730, 780, 1420, 1430, 2130, 2170, 2200, 3570, 4300, 4310, 4330, 4970, 4990, 5040]",71
1,AEP,Joint,18,710.1017576975327,"[0, 20, 30, 70, 710, 770, 2190, 2860, 3560, 3685, 3864, 4260, 4980, 5010, 5030, 5040]",125
0,AEP,Sequential,18,707.9562942323631,"[0, 10, 20, 60, 70, 1440, 1470, 1490, 2160, 2840, 4280, 4396, 4970, 5002, 5030, 5040]",78
0,AEP,Joint,18,708.1519190433543,"[0, 70, 740, 750, 770, 1420, 1430, 2180, 2910, 3560, 3620, 4310, 4970, 4990, 5000, 5040]",54
99,AEP,Sequential,17,711.6164137810847,"[0, 60, 710, 770, 2150, 2483, 2704, 2900, 3651, 4260, 4970, 4990, 5010, 5020, 5030, 5040]",182
99,AEP,Joint,17,709.64531730241,"[0, 20, 70, 720, 740, 1490, 2130, 2140, 2910, 3550, 3560, 3580, 4330, 4970, 5000, 5020]",88
98,AEP,Sequential,17,712.1564657205819,"[0, 60, 70, 710, 760, 1439, 2130, 2160, 2190, 3074, 3550, 3620, 3882, 4980, 5020, 5040]",134
98,AEP,Joint,17,716.8712223516105,"[0, 50, 70, 248, 710, 1420, 1440, 2754, 2840, 2933, 3550, 4300, 4330, 4970, 5020, 5040]",166
97,AEP,Sequential,17,714.3743004221327,"[0, 10, 30, 50, 60, 70, 884, 2140, 2678, 2840, 3600, 4330, 4980, 4990, 5010, 5040]",97
97,AEP,Joint,17,712.2115046797584,"[20, 30, 50, 60, 70, 710, 1490, 2676, 2850, 2910, 3181, 3550, 4970, 4990, 5010, 5020]",202
96,AEP,Sequential,17,710.058028218049,"[0, 10, 40, 70, 750, 1480, 1827, 2130, 2840, 2880, 3550, 4290, 4330, 4970, 4980, 5020]",83
96,AEP,Joint,17,712.5970379189764,"[30, 70, 770, 1420, 1430, 2200, 2840, 2890, 3580, 4330, 4970, 4980, 4990, 5000, 5010, 5025]",54
95,AEP,Sequential,17,714.2420106826129,"[0, 18, 40, 60, 70, 1430, 1460, 2890, 2910, 2989, 3580, 4260, 4270, 4330, 5000, 5040]",120
95,AEP,Joint,17,715.9575899745155,"[10, 40, 70, 710, 750, 780, 1490, 2130, 2180, 2840, 3590, 3620, 4980, 4990, 5020, 5040]",113
94,AEP,Sequential,17,710.3973791470632,"[10, 50, 60, 70, 720, 740, 2180, 2860, 3510, 3550, 3600, 3620, 4280, 4970, 5020, 5040]",61
94,AEP,Joint,17,715.4313311240267,"[0, 20, 50, 70, 1420, 1440, 2180, 2840, 2860, 2900, 3620, 3883, 4260, 4280, 4980, 5020]",129
93,AEP,Sequential,17,707.5730586474883,"[30, 40, 60, 437, 710, 1849, 2840, 2910, 2941, 3522, 3550, 3620, 4260, 4330, 4990, 5040]",107
93,AEP,Joint,17,710.3083952715341,"[0, 40, 70, 770, 780, 1420, 1440, 2150, 2910, 3550, 3590, 3620, 4280, 4970, 4990, 5010]",60
92,AEP,Sequential,17,707.4874708567058,"[0, 30, 70, 770, 780, 1430, 1460, 2140, 2900, 2910, 3570, 4310, 4330, 4410, 4970, 5040]",65
92,AEP,Joint,17,710.3792943811417,"[0, 10, 30, 40, 70, 730, 2130, 2180, 2880, 2910, 3580, 3620, 4260, 4330, 4970, 5010]",56
91,AEP,Sequential,17,710.7329327873415,"[10, 20, 30, 60, 70, 1490, 2231, 2840, 2910, 3550, 3560, 4260, 4444, 4970, 5000, 5030]",88
91,AEP,Joint,17,711.4731343166666,"[10, 30, 60, 70, 730, 750, 1420, 2170, 2200, 2840, 3673, 4260, 4330, 4980, 5000, 5030]",131
90,AEP,Sequential,17,711.0451042815444,"[0, 50, 60, 70, 720, 1335, 1420, 2130, 2190, 2910, 3550, 3580, 4270, 4330, 4970, 5040]",158
90,AEP,Joint,17,710.5859961220108,"[10, 60, 70, 760, 1420, 1440, 2150, 2200, 2890, 3560, 4310, 4330, 4970, 4980, 5000, 5030]",71
89,AEP,Sequential,17,709.8557060156411,"[10, 40, 70, 710, 720, 780, 1420, 2840, 2910, 3580, 3610, 4270, 4970, 5000, 5010, 5040]",77
89,AEP,Joint,17,713.4358802668878,"[0, 30, 50, 60, 70, 509, 1294, 1460, 2130, 2200, 2890, 3580, 4260, 4320, 4970, 5020]",77
88,AEP,Sequential,17,715.0444904490038,"[0, 40, 60, 70, 710, 730, 2130, 2160, 2170, 2200, 2840, 3550, 3580, 3620, 4970, 5040]",52
88,AEP,Joint,17,715.0444904490038,"[0, 40, 60, 70, 710, 730, 2130, 2160, 2170, 2200, 2840, 3550, 3580, 3620, 4970, 5040]",52
87,AEP,Sequential,17,717.6471682267271,"[0, 30, 40, 60, 70, 1430, 1460, 1490, 2140, 2190, 2850, 4970, 4980, 4990, 5020, 5040]",161
87,AEP,Joint,17,712.3370024536232,"[10, 40, 50, 70, 780, 1420, 1490, 2850, 2880, 2910, 3550, 4260, 4280, 5020, 5030, 5040]",141
86,AEP,Sequential,17,713.4890867415878,"[10, 21, 50, 70, 720, 750, 920, 2130, 2200, 2890, 3550, 3620, 4970, 5000, 5010, 5040]",131
86,AEP,Joint,17,709.8477130156571,"[10, 30, 50, 70, 760, 780, 1430, 1490, 2170, 2850, 3570, 3600, 4980, 5000, 5010, 5030]",67
85,AEP,Sequential,17,709.8088331976755,"[70, 710, 760, 1460, 1490, 2130, 2140, 2840, 3550, 3570, 3602, 3620, 4260, 4330, 4944, 4970]",75
85,AEP,Joint,17,711.3662019517012,"[0, 30, 50, 60, 1420, 1460, 1490, 2180, 3385, 3560, 3580, 3969, 4970, 4990, 5020, 5030]",63
84,AEP,Sequential,17,714.8876273251933,"[10, 70, 710, 780, 1490, 2170, 2870, 2910, 3550, 3580, 3620, 4260, 4290, 4970, 5000, 5040]",52
84,AEP,Joint,17,715.9193949161282,"[10, 50, 60, 70, 710, 1460, 1490, 2130, 2910, 3513, 4260, 4280, 4290, 4970, 5020, 5040]",89
83,AEP,Sequential,17,717.416069085177,"[0, 30, 40, 50, 70, 710, 1440, 2522, 2850, 2900, 2910, 3550, 4849, 4970, 5030, 5040]",198
83,AEP,Joint,17,717.5681523887937,"[0, 10, 20, 30, 50, 60, 70, 1460, 2130, 2850, 2900, 3590, 4747, 4970, 4990, 5010]",141
82,AEP,Sequential,17,708.3030870124555,"[10, 70, 274, 710, 750, 1306, 2150, 2270, 2850, 2890, 2900, 4270, 4320, 4970, 5010, 5040]",54
82,AEP,Joint,17,713.2079081372309,"[10, 30, 50, 60, 70, 730, 1460, 1773, 2130, 2840, 4260, 4310, 4330, 4970, 4990, 5030]",145
81,AEP,Sequential,17,714.8873803374316,"[0, 40, 60, 70, 770, 1420, 2128, 2150, 2734, 2890, 3550, 4260, 4280, 4970, 5020, 5040]",196
81,AEP,Joint,17,715.2450170484082,"[0, 20, 70, 760, 780, 1420, 1450, 2180, 2840, 2860, 2880, 2910, 3620, 4280, 5020, 5040]",54
80,AEP,Sequential,17,710.1926459316323,"[0, 20, 60, 750, 1430, 1480, 1490, 2850, 2910, 3550, 3560, 4290, 4310, 4330, 4980, 5040]",52
80,AEP,Joint,17,710.6138257094178,"[0, 50, 60, 70, 710, 1450, 1470, 1490, 2150, 2200, 2880, 3550, 4270, 4330, 4970, 5030]",78
79,AEP,Sequential,17,718.4253404135704,"[0, 20, 40, 60, 70, 1470, 1702, 2130, 2140, 3600, 3620, 4131, 4970, 4990, 5030, 5040]",155
79,AEP,Joint,17,715.9681350799341,"[0, 10, 30, 474, 780, 1420, 1470, 2150, 2200, 2840, 3570, 3620, 4300, 4970, 4990, 5020]",87
78,AEP,Sequential,17,707.7508119398678,"[30, 70, 710, 949, 1490, 2130, 2850, 2860, 2910, 3550, 4260, 4330, 4980, 5005, 5020, 5040]",121
78,AEP,Joint,17,712.8902143612961,"[0, 30, 710, 730, 770, 780, 1450, 2130, 2150, 3580, 3610, 4970, 4980, 4994, 5010, 5040]",94
77,AEP,Sequential,17,704.6811076193537,"[30, 60, 70, 710, 720, 730, 1480, 2190, 3508, 3620, 4280, 4298, 4626, 4970, 5020, 5040]",122
77,AEP,Joint,17,710.6303717671409,"[30, 70, 750, 770, 780, 1420, 2190, 2840, 2860, 2880, 4260, 4300, 4970, 4980, 5020, 5040]",62
76,AEP,Sequential,17,715.4912379394406,"[0, 10, 70, 710, 760, 1604, 2200, 2840, 2890, 3282, 3620, 3987, 4970, 4990, 5008, 5040]",102
76,AEP,Joint,17,719.3518435413015,"[0, 10, 20, 40, 70, 770, 2130, 2170, 2860, 2880, 2910, 3550, 4757, 4850, 5010, 5030]",101
75,AEP,Sequential,17,709.2059112359353,"[0, 70, 720, 740, 780, 1490, 2130, 2841, 2890, 3580, 3620, 4290, 4330, 4552, 4970, 5000]",62
75,AEP,Joint,17,717.9881085634503,"[0, 40, 70, 710, 770, 2130, 2150, 2170, 2190, 2200, 3550, 3620, 4260, 4280, 4330, 4970]",98
74,AEP,Sequential,17,713.2169593672479,"[0, 212, 710, 740, 1480, 1490, 1740, 2130, 2860, 3550, 4260, 4310, 4320, 4970, 4990, 5040]",114
74,AEP,Joint,17,715.7668893134918,"[40, 60, 70, 710, 730, 885, 1420, 2190, 2840, 3550, 3570, 4260, 4970, 4993, 5020, 5040]",150
73,AEP,Sequential,17,713.3321137155642,"[0, 50, 205, 730, 780, 1420, 1460, 2130, 2910, 3228, 4260, 4320, 4924, 4970, 5010, 5040]",169
73,AEP,Joint,17,717.3702689766127,"[0, 20, 30, 70, 770, 1420, 1490, 2180, 2840, 2878, 3550, 3590, 3620, 4970, 5000, 5030]",77
72,AEP,Sequential,17,716.07907370978,"[0, 70, 730, 770, 1206, 2130, 2180, 2200, 2870, 3620, 3766, 4970, 4980, 5000, 5010, 5030]",139
72,AEP,Joint,17,711.5261819954673,"[0, 30, 70, 710, 770, 780, 2130, 2200, 2880, 2890, 2910, 3570, 4270, 4970, 4990, 5030]",71
71,AEP,Sequential,17,711.9816339038931,"[10, 30, 40, 70, 780, 1998, 2160, 2180, 2711, 2840, 2910, 3972, 4260, 4970, 5010, 5040]",124
71,AEP,Joint,17,711.7853943704027,"[0, 30, 40, 50, 70, 1430, 1460, 1490, 2190, 2840, 2880, 2910, 4260, 4980, 5000, 5020]",52
70,AEP,Sequential,17,715.6019974075821,"[0, 40, 50, 518, 710, 780, 1420, 2150, 2190, 2840, 3550, 4310, 4330, 4970, 4990, 5010]",56
70,AEP,Joint,17,712.9384738211021,"[0, 20, 40, 50, 70, 780, 1420, 1430, 1440, 2860, 3620, 4280, 4990, 5010, 5020, 5040]",105
69,AEP,Sequential,17,712.2131849932375,"[0, 10, 50, 208, 1480, 2140, 2198, 3550, 3620, 3781, 4300, 4320, 4330, 4970, 4990, 5040]",109
69,AEP,Joint,17,711.1159311042076,"[30, 710, 780, 1006, 1480, 2246, 2870, 2910, 3550, 3570, 4199, 4970, 4990, 5010, 5020, 5040]",83
68,AEP,Sequential,17,721.5540672988631,"[0, 20, 30, 50, 70, 710, 2130, 2150, 2180, 3620, 4889, 4970, 4980, 4990, 5000, 5040]",86
68,AEP,Joint,17,714.0720517324304,"[10, 20, 30, 40, 70, 1430, 2130, 2160, 2180, 2200, 3550, 3743, 4290, 4980, 5020, 5040]",98
67,AEP,Sequential,17,715.9018367296736,"[20, 30, 70, 710, 780, 1420, 2200, 2840, 2880, 2910, 4290, 4310, 4330, 4838, 4970, 5010]",63
67,AEP,Joint,17,711.1214860649532,"[10, 20, 40, 50, 60, 70, 142, 1480, 2150, 2840, 2850, 2870, 3256, 4330, 4970, 5010]",99
66,AEP,Sequential,17,707.891364266449,"[0, 10, 40, 50, 70, 710, 760, 1460, 2621, 3580, 4330, 4970, 4980, 4990, 5000, 5030]",54
66,AEP,Joint,17,716.107992364702,"[10, 30, 70, 1120, 1420, 1450, 1701, 2775, 2870, 2910, 3620, 4270, 4970, 5000, 5020, 5030]",137
65,AEP,Sequential,17,714.5150397284513,"[0, 20, 60, 70, 247, 710, 1450, 2140, 2910, 3590, 4266, 4330, 4970, 4990, 5010, 5020]",86
65,AEP,Joint,17,715.1768385850568,"[0, 16, 40, 70, 720, 750, 780, 2130, 2200, 3620, 4209, 4300, 4970, 4990, 5030, 5040]",91
64,AEP,Sequential,17,717.3949590689915,"[0, 20, 40, 70, 125, 720, 1311, 1420, 2130, 2840, 2910, 3033, 4970, 4998, 5030, 5040]",192
64,AEP,Joint,17,713.1566265590089,"[0, 40, 780, 1450, 1470, 2840, 2860, 2870, 2880, 2900, 3620, 4270, 4970, 4990, 5020, 5040]",52
63,AEP,Sequential,17,711.1842198080535,"[0, 20, 40, 60, 70, 720, 760, 1248, 2160, 2200, 3550, 3570, 4260, 4310, 4330, 5040]",57
63,AEP,Joint,17,715.9194466862442,"[0, 50, 70, 730, 740, 760, 1420, 2870, 2890, 2900, 3550, 4260, 4970, 5000, 5020, 5040]",162
62,AEP,Sequential,17,709.5440288337913,"[60, 70, 710, 750, 760, 1420, 2130, 2180, 2200, 2910, 3550, 4005, 4260, 4970, 5030, 5040]",83
62,AEP,Joint,17,712.5304860919695,"[10, 40, 60, 70, 710, 1430, 1460, 1480, 2140, 2850, 3610, 4260, 4980, 5000, 5030, 5040]",52
61,AEP,Sequential,17,713.338337717941,"[0, 20, 30, 60, 70, 1470, 2130, 2195, 2840, 3934, 4260, 4270, 4320, 4330, 4970, 5030]",131
61,AEP,Joint,17,714.0497923185528,"[0, 70, 231, 780, 1652, 2190, 2200, 2636, 3550, 3731, 4290, 4330, 4970, 4990, 5030, 5040]",132
