yaw,dx,dy,
0.0,-1.0,-1.0,
22.5,4.442574973872905,0.4173373319596314,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
-11.25,7.248935102898236,-0.6790067825742409,
-22.5,5.413972414641038,-0.2182919582884703,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
-11.25,11.585971016847797,-0.6921336785945413,
0.0,16.58882363771797,1.4864248577446766,
0.0,-1.0,-1.0,
-16.875,10.499596814391795,-0.40919601113067894,
0.0,-1.0,-1.0,
0.0,16.430792325897112,1.0456829901728149,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
16.875,13.26736371688438,0.11148657877165948,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,13.999499772951648,1.8002688833625853,
0.0,-1.0,-1.0,
16.875,4.59490746329081,0.5149101911622592,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
-11.25,5.487812102095094,-0.7521398515919505,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
-22.5,7.471477707299427,-0.10973063793990125,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
16.875,11.098358685251146,0.41402568269512463,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
-16.875,13.573215290893375,-0.07283096801044976,
0.0,-1.0,-1.0,
0.0,5.363940091605866,-0.9687930567901551,
-22.5,6.588497850997455,-0.2714741507363855,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
16.875,10.478316863533454,0.46498006435440997,
0.0,10.442354648698396,0.8248839643886628,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
-22.5,7.01011134766777,-0.050368721173964036,
0.0,12.095399322817764,1.1170678967404162,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
-11.25,8.854763880138076,-0.7397148151726031,
-16.875,8.592283120086487,-0.3679502601868956,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
-16.875,6.793473453973924,-0.6629627827165891,
0.0,6.740269691231665,1.0949334447442607,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,15.8704459338514,-1.657517041566083,
0.0,-1.0,-1.0,
0.0,13.006706135222034,1.6480369811604445,
0.0,-1.0,-1.0,
22.5,9.521993090284226,0.20506860892833867,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
22.5,6.189604929285134,0.19373590882427572,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
16.875,15.505411307499646,0.24782839744350652,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,17.55263033248132,0.9780733069349903,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,23.874113928593975,0.0036919431314328226,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,12.308851800904373,-1.0574534667997622,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
11.25,16.730028397548434,0.4458023546272752,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,17.902529152089176,0.9041492181175398,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
-16.875,15.372271242237845,-0.03296609408541009,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,20.512289755110668,0.6789426254132138,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,9.059849350391477,-0.9839658564693802,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
-16.875,6.668052287525082,-0.3937281907031878,
0.0,8.901692196703966,0.8110672823805558,
-16.875,6.944869027025329,-0.5526154956307349,
22.5,10.070518493482298,0.05539362513206372,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,8.478001631915932,-1.304223130211402,
0.0,6.847536606429285,0.7166300654148209,
-16.875,10.135882714922317,-0.38114772522084667,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,7.524971835628973,1.179235677562312,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
-16.875,12.7125043689342,-0.3466398957070834,
-16.875,4.794948701820395,-0.4751005961226821,
0.0,-1.0,-1.0,
11.25,12.648690959439229,0.6897572222799258,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
16.875,9.582497160989062,0.5076313671649819,
0.0,-1.0,-1.0,
0.0,4.201489297679234,0.8589901207956234,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
11.25,4.552025037198535,0.6800628553162245,
16.875,6.475770534789195,0.6964454868444548,
-16.875,8.429080490857476,-0.5612825273106633,
16.875,4.731436293592684,0.8598133023617149,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
22.5,7.220603688359944,0.22213535298190754,
0.0,-1.0,-1.0,
-16.875,5.048593746039356,-0.48545100116274426,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
22.5,4.902585164255505,0.31206252273134766,
-22.5,4.67734672553375,-0.14946105395645942,
0.0,-1.0,-1.0,
0.0,9.067880796456032,1.2234288453313436,
0.0,6.173151817500138,-1.0328991273567003,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
16.875,5.335310322855124,0.9271778040797983,
11.25,4.557155358146411,0.5443042171677224,
0.0,-1.0,-1.0,
0.0,9.65020422945627,0.8897204653036305,
28.125,7.261164999576061,-0.0652275527264153,
0.0,6.615928327413587,0.7622833031636795,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
11.25,4.321393054590959,0.7217016413711664,
0.0,-1.0,-1.0,
-16.875,10.62398020020685,-0.4067122388646746,
0.0,12.133641029628627,-0.5760475407637868,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
22.5,4.835606887446152,0.2596273045130355,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,7.330602291681942,1.1845973023167582,
-16.875,10.33148841585552,-0.2250791129544685,
16.875,11.29273777583336,0.469006217812696,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
28.125,4.904708268653972,0.10900485783732766,
0.0,-1.0,-1.0,
0.0,8.69427308020362,-1.1030554590420358,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,9.429027895071268,1.4403004283310668,
0.0,14.473265235373926,-1.0851294424039803,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
-22.5,4.156269519615496,-0.3640370008744663,
0.0,-1.0,-1.0,
-11.25,4.2628132071151175,-0.7463110794453891,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
-11.25,5.210032081769146,-0.682602397087773,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
-11.25,5.806309615761699,-0.7807396227188635,
16.875,8.544098595131326,0.5289201149673561,
0.0,-1.0,-1.0,
16.875,6.58513552370029,0.2630023785529175,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
-22.5,4.305266625844496,-0.4195589817721111,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,5.472622522724104,0.8769555511414113,
0.0,-1.0,-1.0,
11.25,7.455626626177199,0.8603298985512943,
11.25,14.336105946028244,0.6677846413486096,
-11.25,10.591477245991157,-0.48039684313211994,
-16.875,16.39453697902921,-0.21424597764772005,
0.0,-1.0,-1.0,
-16.875,6.4825542841550705,-0.45368809609074523,
-11.25,5.199655840723461,-0.690537232880283,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
-16.875,6.799954228106325,-0.4617232260197795,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
-22.5,4.015748488607331,-0.863925607770637,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,6.849705405711741,1.0295741166997483,
0.0,-1.0,-1.0,
16.875,9.116620933449656,0.27203847800309844,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,15.187416745020935,-1.5609948146708474,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
16.875,9.716652641229006,0.2576777021768127,
0.0,-1.0,-1.0,
0.0,10.522401171924004,-0.9372565461757052,
-16.875,8.129611147129095,-0.2537196939480451,
-22.5,9.224764909663365,-0.19118979350196166,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
-22.5,5.2170532072665665,-0.8718960508868903,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
-22.5,6.38439539269588,-0.34964094819421326,
0.0,-1.0,-1.0,
-16.875,10.339801743098752,-0.3143266960873524,
11.25,10.524648320467275,0.6863878216512591,
0.0,-1.0,-1.0,
0.0,8.308656414515527,-0.9359004879835372,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
-16.875,9.771334992792356,-0.8961253640265163,
-11.25,9.188451609884247,-0.34926032395822243,
0.0,-1.0,-1.0,
28.125,4.611709389935364,0.12222875511243333,
-22.5,6.491280042508907,-0.22090383193208185,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
-11.25,5.580882146573544,-0.6510206269470616,
-22.5,6.2545884264403036,-0.16683071307279856,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,8.783150070876566,-0.978086448278266,
0.0,-1.0,-1.0,
-16.875,7.482970859017338,-0.5482779595893313,
0.0,14.407966431650804,1.2229124975256913,
0.0,14.728654566503227,1.0941224455936185,
0.0,-1.0,-1.0,
16.875,4.459583442843814,0.607327060003813,
-22.5,11.651842856521373,-1.1538721445784326,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,4.8151791750978274,0.7516429585971526,
0.0,12.340748131072571,-1.5473518518330476,
16.875,4.451259536894042,0.632416603353301,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,12.04594844734738,-1.4811056299094283,
16.875,15.219217591082764,0.06966533329059262,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
22.5,7.943203207321161,0.1062271927574702,
0.0,-1.0,-1.0,
-22.5,5.785266765727487,-0.23177044391019458,
16.875,4.935974143706299,0.6550144841558563,
0.0,7.727118873206111,1.018987619785017,
0.0,-1.0,-1.0,
0.0,10.766087143982407,1.3768927114063443,
0.0,-1.0,-1.0,
11.25,5.73918156453819,0.7966691655483471,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
-16.875,11.191620598160965,-0.2797842796168157,
0.0,-1.0,-1.0,
11.25,7.3434089424314095,0.6616086402408057,
0.0,-1.0,-1.0,
16.875,6.956849581112479,0.48585260798932123,
16.875,13.25862679372482,0.13658628202967368,
22.5,5.543091002996242,0.31876794388068747,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,10.167374145224162,1.0567073552919404,
16.875,7.884461634569297,0.341673213706063,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
-16.875,5.969213931514911,-0.5586344725530021,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,11.001143338139563,-0.9981228131423876,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,15.592360375611566,1.8309419467913575,
0.0,-1.0,-1.0,
-16.875,6.209415412889437,-0.4795952993634225,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,7.944935838276882,1.0915624169134344,
0.0,11.92588846947874,-0.7714539904613213,
16.875,4.0614576472399415,0.6161369753142703,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,17.633106527664975,1.2643855799706805,
0.0,9.387040073392662,1.4194887103007496,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
-22.5,5.360086618379952,-0.5878051453977217,
0.0,-1.0,-1.0,
11.25,13.714193750370839,0.6234264647505686,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,11.450056201533641,1.0446934400113688,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,10.90931799053441,1.3313029520721116,
22.5,5.527623767976185,0.6059926707703887,
0.0,-1.0,-1.0,
16.875,10.72064445686624,0.31795000935686846,
0.0,6.02733953020806,0.9240838870140295,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,7.310147233747274,-1.0225937921546275,
16.875,5.469348535795121,0.5236366271371568,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
-11.25,6.084992056234299,-0.7311181132166666,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
22.5,6.51406785138397,0.11903362360165289,
22.5,4.080384383270745,0.38365845754032335,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,12.055847974739546,-1.393789906076157,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,9.029631272133736,-1.1589894277565065,
-16.875,12.281836661556811,-0.13471168993902588,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,13.389119451699775,-1.3770338660479957,
0.0,6.4555121888220635,0.7864724497031284,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,4.919554282040165,0.876797591185231,
0.0,-1.0,-1.0,
0.0,13.845363087937116,-1.1983380656147309,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
16.875,9.575424756383716,0.3215094812626784,
22.5,6.528329582656987,0.16539423139896173,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,16.474307794646094,1.966100476050225,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,14.493182444505079,1.4567590345737575,
16.875,16.11838754193991,0.2752759472557335,
0.0,-1.0,-1.0,
28.125,4.367967060261324,0.0015910196973089622,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,10.210874871716637,-0.8819362727565155,
0.0,13.158340482315092,0.9476861206834452,
0.0,-1.0,-1.0,
-11.25,5.843970350471656,-0.7019725083597698,
-22.5,9.01500978452747,-0.05543219494550468,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
-11.25,6.344065116721893,-0.6636215504474563,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,20.929251573326663,2.0091455901577904,
0.0,-1.0,-1.0,
0.0,10.352016332255367,-0.9364193983730839,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
22.5,5.549191714030138,0.23799032901464204,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
11.25,6.361395257204961,0.6694521154241126,
0.0,5.866231662931813,0.9459666332360718,
0.0,19.495633987385116,0.6943659594163162,
0.0,-1.0,-1.0,
0.0,12.069268856773215,0.9607533139713506,
0.0,18.505772415665426,-1.712778802425779,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,16.093038168752066,1.2806908250151394,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,10.307039772551509,1.2513667888428035,
0.0,-1.0,-1.0,
0.0,11.3667433969589,1.4268071589345401,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,14.226545322604967,-1.775096177769081,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,8.898320063746908,1.2739210380186787,
0.0,-1.0,-1.0,
-11.25,13.418127306277752,-0.5400276384413186,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
22.5,4.501811220423081,0.6442353716458776,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
-16.875,7.842751774683705,-0.6470750965876806,
-22.5,5.792803746069073,-0.4512779114337409,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,24.64238224855004,1.525258423491131,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,5.117027482174877,0.8023988240680162,
16.875,7.005551774725358,0.3795876426601292,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,15.258665533072392,-1.2026054340223948,
0.0,26.206884915474806,-1.275995534301442,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
11.25,5.697681403215047,0.6899373771287088,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,9.654034649438039,-1.1604952923622334,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
11.25,5.397846860656716,0.6628700046262576,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
11.25,14.32479947327848,0.8067684517260931,
0.0,-1.0,-1.0,
0.0,30.03116865731529,-1.527801189121925,
0.0,15.123678927144065,0.7417052617835392,
-11.25,5.749666517319465,-0.7863314050456778,
-22.5,6.84399858111301,-0.08839692937978573,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,-1.0,-1.0,
0.0,17.807320006371064,-1.481159256817765,
0.0,-1.0,-1.0,
