num_run,Objective,Optimization type,Distance to Bruine Bank,AEP,LCOE,Layout,Iterations
42,LCOE,Sequential,5000,2496.80180866519,-133.1935936497806,"[511, 531, 548, 1696, 1716, 1736, 1751, 1769, 3928, 3948, 3968, 3988, 4008, 4024, 4044, 6937, 6957, 6977, 6992, 7032, 7072, 7092, 7112, 11149, 11169, 11189, 11229, 11244, 11264, 11284, 11304, 11324, 11344, 11364, 15392, 15412, 15432, 15447, 15467, 15525, 15545, 15575, 19499, 19519, 19537, 19577, 19593, 19613, 19633, 19653, 19661, 23021, 23041, 23061, 23076, 23136, 23614, 25673, 25693, 25713, 25733, 25753, 25766, 27300, 27320, 27340, 27880]",173
42,LCOE,Joint,5000,2481.5863963851652,-134.0102468371899,"[511, 531, 548, 1696, 1716, 1736, 1751, 3928, 3948, 3968, 3988, 4008, 4024, 4044, 6937, 6957, 6977, 6992, 7012, 7032, 7052, 7072, 7092, 7112, 11149, 11169, 11189, 11229, 11244, 11264, 11284, 11304, 11324, 11344, 11364, 15392, 15412, 15432, 15447, 15525, 15545, 15575, 19499, 19519, 19537, 19577, 19593, 19613, 19633, 19653, 19661, 23021, 23041, 23061, 23076, 23116, 23136, 23167, 25673, 25693, 25713, 25733, 25753, 25766, 27300, 27320, 27880]",184
41,LCOE,Sequential,5000,2486.786816533579,-133.73000183061654,"[12, 511, 531, 548, 1696, 1716, 1736, 1751, 3928, 3948, 3968, 3988, 4008, 4024, 4044, 6937, 6957, 6992, 7012, 7032, 7052, 7072, 7092, 7112, 11149, 11169, 11189, 11209, 11229, 11244, 11264, 11284, 11304, 11324, 11344, 11364, 15392, 15432, 15467, 15525, 15545, 15575, 19499, 19519, 19537, 19557, 19577, 19593, 19613, 19633, 19653, 19661, 23021, 23041, 23061, 23076, 23116, 23136, 25673, 25693, 25713, 25733, 25753, 25766, 27300, 27320, 27880]",100
41,LCOE,Joint,5000,2479.1720944300573,-134.14075056529757,"[511, 531, 548, 1696, 1716, 1736, 1751, 3928, 3948, 3968, 3988, 4008, 4024, 4044, 6937, 6957, 6977, 6992, 7012, 7032, 7052, 7072, 7092, 7112, 11149, 11169, 11189, 11209, 11244, 11264, 11284, 11304, 11324, 11344, 11364, 15392, 15412, 15432, 15447, 15525, 15545, 15575, 19499, 19519, 19557, 19593, 19613, 19633, 19653, 19661, 23021, 23041, 23061, 23076, 23096, 23116, 23136, 23165, 25673, 25693, 25713, 25733, 25753, 25766, 27300, 27320, 27880]",145
40,LCOE,Sequential,5000,2477.5635585198365,-134.22784024401284,"[511, 531, 548, 1696, 1716, 1736, 1751, 3928, 3948, 3968, 4008, 4024, 4044, 6937, 6957, 6977, 6992, 7012, 7032, 7052, 7072, 7092, 7112, 11149, 11169, 11189, 11229, 11244, 11264, 11284, 11304, 11324, 11344, 11364, 15392, 15412, 15432, 15447, 15467, 15507, 15545, 15575, 19499, 19537, 19557, 19577, 19593, 19613, 19633, 19653, 19661, 23003, 23021, 23041, 23061, 23076, 23116, 23136, 25673, 25693, 25713, 25733, 25753, 25766, 27300, 27320, 27880]",71
40,LCOE,Joint,5000,2484.292029722143,-133.86429676892038,"[3, 511, 531, 548, 1716, 1736, 1751, 3928, 3948, 3968, 3988, 4008, 4024, 4044, 6937, 6957, 6977, 6992, 7012, 7032, 7052, 7072, 7092, 7112, 11149, 11169, 11189, 11209, 11244, 11264, 11284, 11304, 11324, 11344, 11364, 15392, 15412, 15432, 15467, 15507, 15545, 15575, 19499, 19519, 19537, 19557, 19577, 19593, 19613, 19633, 19653, 19661, 23021, 23041, 23061, 23076, 23116, 23136, 25673, 25693, 25713, 25733, 25753, 25766, 27300, 27320, 27880]",76
39,LCOE,Sequential,5000,2479.8781149936112,-134.10256073341142,"[511, 531, 548, 1696, 1716, 1736, 1751, 3928, 3968, 3988, 4008, 4024, 4044, 6937, 6957, 6977, 6992, 7012, 7032, 7052, 7072, 7092, 7112, 11149, 11169, 11209, 11244, 11264, 11304, 11324, 11344, 11364, 15392, 15412, 15432, 15447, 15467, 15507, 15525, 15545, 15575, 19499, 19519, 19537, 19557, 19577, 19613, 19633, 19653, 19661, 23021, 23041, 23061, 23076, 23096, 23116, 23136, 23765, 25673, 25693, 25713, 25733, 25753, 25766, 27300, 27320, 27880]",79
39,LCOE,Joint,5000,2482.543672545652,-133.9585720908493,"[511, 531, 548, 1696, 1716, 1736, 1751, 3928, 3948, 3968, 3988, 4008, 4024, 4044, 6937, 6957, 6992, 7012, 7052, 7072, 7092, 7112, 11149, 11169, 11189, 11209, 11244, 11264, 11284, 11304, 11324, 11344, 11364, 15392, 15412, 15432, 15447, 15487, 15525, 15545, 15575, 19499, 19519, 19537, 19557, 19577, 19593, 19613, 19633, 19653, 19661, 23021, 23041, 23061, 23096, 23116, 23136, 23766, 25673, 25693, 25713, 25733, 25753, 25766, 27300, 27320, 27880]",157
38,LCOE,Sequential,5000,2479.256774607688,-134.136168925065,"[511, 531, 548, 1696, 1716, 1736, 1751, 3928, 3948, 3988, 4008, 4024, 4044, 6937, 6957, 6977, 6992, 7012, 7032, 7052, 7072, 7092, 7112, 11149, 11189, 11209, 11229, 11264, 11284, 11304, 11324, 11344, 11364, 15392, 15412, 15432, 15467, 15487, 15525, 15545, 15575, 19499, 19519, 19537, 19557, 19577, 19593, 19613, 19633, 19653, 19661, 23021, 23041, 23061, 23096, 23116, 23136, 23618, 25673, 25693, 25713, 25733, 25753, 25766, 27300, 27320, 27880]",106
38,LCOE,Joint,5000,2481.7547806557645,-134.00115439266537,"[511, 531, 548, 1696, 1716, 1736, 1751, 3928, 3948, 3968, 3988, 4008, 4024, 4044, 6937, 6957, 6977, 6992, 7012, 7032, 7052, 7072, 7092, 7112, 11149, 11169, 11209, 11244, 11284, 11304, 11324, 11344, 11364, 15392, 15412, 15432, 15467, 15507, 15525, 15545, 15575, 19499, 19519, 19537, 19557, 19593, 19613, 19633, 19653, 19661, 23021, 23041, 23061, 23076, 23096, 23116, 23136, 23616, 25673, 25693, 25713, 25733, 25753, 25766, 27300, 27320, 27880]",101
37,LCOE,Sequential,5000,2484.3925768305494,-133.85887907926679,"[511, 531, 548, 1696, 1716, 1736, 1751, 2656, 3928, 3948, 3988, 4024, 4044, 6937, 6957, 6977, 6992, 7012, 7052, 7072, 7092, 7112, 11149, 11169, 11189, 11209, 11229, 11244, 11264, 11284, 11304, 11324, 11344, 11364, 15392, 15412, 15432, 15467, 15525, 15545, 15575, 19499, 19519, 19537, 19577, 19593, 19613, 19633, 19653, 19661, 23021, 23041, 23061, 23076, 23096, 23116, 23136, 23319, 25673, 25693, 25713, 25733, 25753, 25766, 27300, 27320, 27880]",111
37,LCOE,Joint,5000,2482.2184933251024,-133.9761211277998,"[511, 531, 548, 1696, 1716, 1736, 1751, 3928, 3948, 3968, 3988, 4008, 4024, 4044, 6937, 6957, 6977, 6992, 7032, 7052, 7072, 7092, 7112, 11149, 11169, 11189, 11209, 11229, 11244, 11264, 11284, 11304, 11324, 11344, 11364, 15392, 15412, 15432, 15447, 15525, 15545, 15575, 19499, 19519, 19537, 19577, 19593, 19613, 19633, 19653, 19661, 23021, 23041, 23061, 23076, 23116, 23136, 23766, 25673, 25693, 25713, 25733, 25753, 25766, 27300, 27320, 27880]",149
36,LCOE,Sequential,5000,2497.911058241329,-133.13444625267329,"[12, 511, 531, 548, 1696, 1716, 1736, 1751, 1857, 3928, 3948, 3968, 3988, 4008, 4024, 4044, 6937, 6957, 6977, 6992, 7032, 7052, 7072, 7092, 7112, 11149, 11169, 11244, 11284, 11324, 11344, 11364, 15392, 15412, 15432, 15447, 15467, 15507, 15525, 15545, 15575, 19499, 19519, 19537, 19557, 19593, 19613, 19633, 19653, 19661, 23021, 23041, 23061, 23076, 23096, 23116, 23136, 23470, 25673, 25693, 25713, 25733, 25753, 25766, 27300, 27320, 27880]",173
36,LCOE,Joint,5000,2480.21950882145,-134.08410196943152,"[511, 531, 548, 1696, 1716, 1736, 1751, 3928, 3948, 3968, 3988, 4008, 4024, 4044, 6937, 6957, 6977, 6992, 7012, 7032, 7052, 7072, 7092, 7112, 11149, 11169, 11189, 11209, 11229, 11264, 11284, 11304, 11324, 11344, 11364, 15392, 15412, 15432, 15487, 15525, 15575, 19499, 19519, 19537, 19557, 19577, 19593, 19613, 19633, 19653, 19661, 23021, 23041, 23061, 23096, 23116, 23136, 23310, 25673, 25693, 25713, 25733, 25753, 25766, 27300, 27320, 27880]",183
35,LCOE,Sequential,5000,2478.814633083874,-134.1600945423078,"[511, 531, 548, 1696, 1716, 1736, 1751, 3928, 3948, 3968, 3988, 4008, 4024, 4044, 6937, 6957, 7012, 7032, 7052, 7072, 7092, 7112, 11149, 11169, 11189, 11209, 11229, 11244, 11264, 11284, 11304, 11324, 11344, 11364, 15392, 15412, 15447, 15487, 15507, 15525, 15545, 15575, 19499, 19519, 19537, 19557, 19577, 19593, 19613, 19653, 19661, 23008, 23021, 23041, 23061, 23076, 23096, 23136, 25673, 25693, 25713, 25733, 25753, 25766, 27300, 27320, 27880]",88
35,LCOE,Joint,5000,2474.1965630752434,-134.4105033894492,"[511, 531, 548, 1696, 1716, 1736, 1751, 3928, 3948, 3968, 3988, 4008, 4024, 4044, 6937, 6957, 6977, 6992, 7012, 7052, 7072, 7092, 7112, 11149, 11169, 11209, 11244, 11264, 11284, 11304, 11324, 11344, 11364, 15392, 15412, 15432, 15447, 15487, 15507, 15525, 15545, 15575, 19499, 19519, 19537, 19557, 19593, 19613, 19633, 19653, 19661, 23021, 23041, 23061, 23076, 23096, 23116, 23136, 25673, 25693, 25713, 25733, 25753, 25766, 27300, 27320, 27880]",73
34,LCOE,Sequential,5000,2485.3098932268413,-133.8094723855972,"[511, 531, 548, 1696, 1716, 1736, 1751, 3928, 3948, 3968, 3988, 4008, 4024, 4044, 6937, 6957, 6977, 7013, 7052, 7072, 7092, 7112, 11149, 11169, 11189, 11209, 11229, 11244, 11264, 11284, 11304, 11324, 11344, 11364, 15019, 15392, 15412, 15467, 15507, 15545, 15575, 19499, 19519, 19537, 19557, 19577, 19593, 19613, 19633, 19653, 19661, 23021, 23041, 23061, 23076, 23116, 23136, 23616, 25673, 25693, 25713, 25733, 25753, 25766, 27300, 27320, 27880]",202
34,LCOE,Joint,5000,2494.5710455098756,-133.31270164703434,"[6, 511, 531, 548, 1696, 1716, 1736, 1751, 3928, 3948, 3968, 3988, 4008, 4024, 4044, 6937, 6957, 6977, 7012, 7052, 7072, 7092, 7112, 11149, 11169, 11189, 11209, 11229, 11244, 11264, 11284, 11304, 11324, 11344, 11364, 15392, 15412, 15432, 15525, 15545, 15575, 19499, 19519, 19537, 19557, 19577, 19593, 19613, 19633, 19653, 19661, 23001, 23021, 23041, 23061, 23076, 23116, 23136, 25673, 25693, 25713, 25733, 25753, 25766, 27300, 27320, 27880]",202
33,LCOE,Sequential,5000,2487.653506710512,-133.6834107444242,"[511, 531, 548, 1696, 1716, 1736, 1751, 1856, 3928, 3948, 3968, 3988, 4008, 4024, 4044, 6937, 6957, 6977, 6992, 7032, 7052, 7072, 7092, 7112, 11149, 11169, 11209, 11284, 11304, 11324, 11344, 11364, 11485, 15392, 15412, 15432, 15447, 15467, 15487, 15507, 15525, 15545, 15575, 19499, 19519, 19537, 19557, 19613, 19653, 19661, 23021, 23041, 23061, 23076, 23096, 23116, 23136, 23159, 25673, 25693, 25713, 25733, 25753, 25766, 27300, 27320, 27880]",190
33,LCOE,Joint,5000,2498.0314853037703,-133.12802800279687,"[21, 511, 531, 548, 1696, 1716, 1736, 1751, 3928, 3948, 3968, 3988, 4008, 4024, 4044, 6937, 6977, 6992, 7032, 7052, 7072, 7092, 7112, 11149, 11169, 11189, 11229, 11284, 11304, 11324, 11344, 11364, 15392, 15412, 15432, 15447, 15467, 15487, 15525, 15545, 15575, 19499, 19519, 19537, 19557, 19593, 19613, 19633, 19653, 19661, 23021, 23041, 23061, 23096, 23116, 23136, 23467, 25673, 25693, 25713, 25733, 25753, 25766, 27300, 27320, 27444, 27880]",130
32,LCOE,Sequential,5000,2504.8609434826517,-132.76505683585532,"[1, 511, 531, 548, 1696, 1716, 1736, 1751, 3000, 3928, 3948, 3968, 4024, 4044, 6937, 6957, 6992, 7012, 7032, 7052, 7072, 7092, 7112, 11149, 11169, 11189, 11209, 11244, 11264, 11284, 11304, 11324, 11344, 11364, 15392, 15412, 15447, 15525, 15545, 15575, 16511, 19499, 19519, 19537, 19557, 19593, 19613, 19633, 19653, 19661, 23021, 23041, 23061, 23076, 23096, 23136, 23466, 25673, 25693, 25713, 25733, 25753, 25766, 27284, 27300, 27320, 27880]",202
32,LCOE,Joint,5000,2494.410403877239,-133.32128707067216,"[1, 511, 531, 548, 1696, 1716, 1736, 1751, 3928, 3948, 3968, 3988, 4008, 4024, 4044, 6937, 6957, 6977, 6992, 7032, 7052, 7092, 7112, 11149, 11169, 11189, 11209, 11229, 11244, 11264, 11284, 11304, 11324, 11344, 11364, 15392, 15412, 15432, 15447, 15525, 15545, 15575, 19499, 19519, 19537, 19557, 19577, 19613, 19633, 19653, 19661, 23021, 23041, 23061, 23096, 23116, 23136, 25673, 25693, 25713, 25733, 25753, 25766, 27284, 27300, 27320, 27880]",142
31,LCOE,Sequential,5000,2488.7411047475334,-133.62499011769424,"[511, 531, 548, 1696, 1716, 1736, 1751, 3928, 3948, 3968, 3988, 4008, 4024, 4044, 6937, 6957, 6977, 6992, 7012, 7052, 7072, 7092, 7112, 11149, 11169, 11229, 11244, 11264, 11284, 11304, 11324, 11344, 11364, 15392, 15412, 15432, 15447, 15467, 15507, 15525, 15575, 19499, 19519, 19537, 19557, 19577, 19593, 19633, 19653, 19661, 23021, 23041, 23061, 23076, 23116, 23136, 23765, 25673, 25693, 25713, 25733, 25753, 25766, 27284, 27300, 27320, 27880]",63
31,LCOE,Joint,5000,2488.6245892533225,-133.63124633722597,"[511, 531, 548, 1696, 1716, 1736, 1751, 1770, 3928, 3948, 3968, 3988, 4008, 4024, 4044, 6937, 6957, 6977, 6992, 7012, 7052, 7072, 7092, 7112, 11149, 11169, 11209, 11244, 11264, 11284, 11304, 11324, 11344, 11364, 15392, 15412, 15432, 15447, 15507, 15545, 15575, 19499, 19519, 19537, 19557, 19577, 19593, 19613, 19633, 19653, 19661, 23021, 23041, 23061, 23076, 23116, 23136, 23159, 25673, 25693, 25713, 25733, 25753, 25766, 27300, 27320, 27880]",158
30,LCOE,Sequential,5000,2484.017737342315,-133.87907844941438,"[511, 531, 548, 1696, 1716, 1736, 1751, 3928, 3948, 3968, 3988, 4008, 4024, 4044, 6937, 6957, 6977, 6992, 7012, 7032, 7052, 7072, 7092, 7112, 11149, 11169, 11209, 11244, 11284, 11304, 11324, 11344, 11364, 15392, 15412, 15432, 15447, 15467, 15507, 15525, 15545, 15575, 19499, 19519, 19557, 19577, 19593, 19613, 19633, 19653, 19661, 23021, 23041, 23061, 23076, 23116, 23136, 25673, 25693, 25713, 25733, 25753, 25766, 27300, 27320, 27340, 27880]",138
30,LCOE,Joint,5000,2500.6467345268584,-132.9887988317994,"[3, 511, 531, 548, 1696, 1716, 1736, 1751, 1856, 3928, 3948, 3968, 3988, 4008, 4024, 4044, 6937, 6957, 6977, 6992, 7012, 7052, 7072, 7092, 7112, 11149, 11169, 11189, 11209, 11244, 11264, 11284, 11304, 11324, 11344, 11364, 15392, 15412, 15432, 15467, 15545, 15575, 19499, 19519, 19537, 19557, 19593, 19613, 19633, 19653, 19661, 23021, 23041, 23061, 23076, 23116, 23136, 23311, 25673, 25693, 25713, 25733, 25753, 25766, 27300, 27320, 27880]",202
29,LCOE,Sequential,5000,2491.448642008211,-133.479775549109,"[0, 511, 531, 548, 1696, 1716, 1736, 1751, 3928, 3948, 3968, 3988, 4008, 4024, 4044, 6937, 6977, 6992, 7012, 7032, 7052, 7072, 7092, 7112, 11149, 11169, 11209, 11244, 11284, 11304, 11324, 11344, 11364, 15392, 15412, 15432, 15447, 15467, 15507, 15525, 15545, 15575, 19499, 19519, 19537, 19557, 19593, 19613, 19633, 19653, 19661, 23021, 23041, 23061, 23076, 23096, 23116, 23152, 25673, 25693, 25713, 25733, 25753, 25766, 27300, 27320, 27880]",127
29,LCOE,Joint,5000,2482.772601728448,-133.94622016364667,"[511, 531, 548, 1696, 1716, 1736, 1751, 3928, 3948, 3968, 3988, 4008, 4024, 4044, 6937, 6957, 6977, 7012, 7032, 7052, 7072, 7092, 7112, 11149, 11169, 11189, 11209, 11229, 11244, 11264, 11284, 11304, 11324, 11344, 11364, 15392, 15412, 15432, 15467, 15525, 15545, 15575, 19499, 19519, 19537, 19557, 19593, 19613, 19633, 19653, 19661, 23021, 23041, 23061, 23076, 23116, 23136, 23767, 25673, 25693, 25713, 25733, 25753, 25766, 27300, 27320, 27880]",152
28,LCOE,Sequential,5000,2501.945368772037,-132.91977102226218,"[0, 511, 531, 548, 1696, 1716, 1736, 1751, 1856, 3928, 3948, 3968, 3988, 4008, 4024, 4044, 6937, 6957, 6977, 6992, 7032, 7072, 7092, 7112, 11149, 11169, 11189, 11229, 11244, 11264, 11284, 11304, 11324, 11344, 11364, 15392, 15412, 15447, 15487, 15525, 15545, 15575, 19499, 19519, 19537, 19557, 19577, 19593, 19613, 19633, 19653, 19661, 22692, 23021, 23041, 23061, 23076, 23136, 25673, 25693, 25713, 25733, 25753, 25766, 27300, 27320, 27880]",202
28,LCOE,Joint,5000,2474.2455414461815,-134.40784269657019,"[511, 531, 548, 1696, 1716, 1736, 1751, 3928, 3948, 3968, 4008, 4024, 4044, 6937, 6957, 6977, 6992, 7032, 7052, 7072, 7092, 7112, 11149, 11169, 11189, 11209, 11229, 11244, 11264, 11284, 11304, 11324, 11344, 11364, 15392, 15412, 15432, 15487, 15525, 15545, 15575, 19499, 19519, 19537, 19557, 19577, 19593, 19613, 19633, 19653, 19661, 23021, 23041, 23061, 23076, 23096, 23116, 23136, 25673, 25693, 25713, 25733, 25753, 25766, 27300, 27320, 27880]",68
27,LCOE,Sequential,5000,2484.3949211419067,-133.85875276807212,"[511, 531, 548, 1696, 1716, 1736, 1751, 3928, 3968, 3988, 4008, 4024, 4044, 6937, 6957, 6977, 6992, 7012, 7032, 7052, 7072, 7092, 7112, 11149, 11169, 11209, 11244, 11284, 11304, 11324, 11344, 11364, 13086, 15392, 15412, 15432, 15447, 15467, 15487, 15525, 15545, 15575, 19499, 19519, 19537, 19557, 19593, 19633, 19653, 19661, 23021, 23041, 23061, 23076, 23096, 23116, 23136, 23765, 25673, 25693, 25713, 25733, 25753, 25766, 27300, 27320, 27880]",193
27,LCOE,Joint,5000,2489.715792178682,-133.5726778823924,"[511, 531, 548, 1696, 1716, 1736, 1751, 3928, 3948, 3968, 3988, 4008, 4024, 4044, 6937, 6957, 6977, 6992, 7012, 7032, 7052, 7072, 7092, 7112, 11149, 11169, 11189, 11209, 11244, 11264, 11284, 11304, 11324, 11344, 11364, 15392, 15412, 15447, 15525, 15545, 15575, 19499, 19519, 19537, 19557, 19577, 19593, 19613, 19633, 19653, 19661, 23021, 23041, 23061, 23116, 23136, 23620, 25673, 25693, 25713, 25733, 25753, 25766, 27300, 27320, 27340, 27880]",202
